	movie_id	subject	object
1531	14001518	Sesha Ratnam	Veera Bhadrayya
1532	4980349	Anand	Maya
1533	4180523	Swathi	Anbuchelvan
1534	4180523	Shrikanth	Swathi
1535	4180523	Anbuchelvan	Swathi
1536	6759112	Harold Herman	Carla Naples
1537	6759112	Harold Herman	Sandy
1538	4673182	Rapunzel	Prince Stefan
1539	4673182	Prince Stefan	Rapunzel
1540	3904788	Carmen	Barnaby
1541	3904788	Barnaby	Carmen
1542	2866230	Diane	Jake Rogers
1543	2866230	Jake Rogers	Diane
1544	1396533	Nick	Connie
1545	1396533	Russell Bell	Mary
1546	26978561	Kotov	Maroussia
1547	26978561	Nadia	Maroussia
1548	26978561	Maroussia	Kotov
1549	2763180	Dick Harper	Jane
1550	365212	Stourley Kracklite	Louisa
1551	1365530	Carol	Louis Donetti
1552	1365530	Kate Judson Lawrence	Carter Henry
1553	1365530	John Marshall Wharton	Carol
1554	1365530	Carter Henry	Kate Judson Lawrence
1555	9955403	Narayan Das	Annapurna
1556	55447	Anakin Skywalker	Padmé Amidala
1557	22447758	David	Judy
1558	22447758	Judy	David
1559	4678174	Uwe	Chris
1560	4678174	Chris	Ellen
1561	4678174	Uwe	Ellen
1562	4678174	Katrin	Chris
1563	4678174	Katrin	Ellen
1564	4678174	Ellen	Uwe
1565	44210	Lucie	Émile Zola
1566	44210	Émile Zola	Lucie
1567	845738	Richard Walker	Sondra
1568	845738	Sondra	Richard Walker
1569	1449256	Lynne	Walker
1570	1449256	Walker	Lynne
1571	16348691	Sonu	Ramkali
1572	1017863	Samuel Nelson	Dana
1573	1017863	Dana	Samuel Nelson
1574	3145948	Peggy Walsh	Jimmy Ringo
1575	3145948	Jimmy Ringo	Peggy Walsh
1576	32943246	George Fielding	Susan Meadows
1577	32943246	Susan Meadows	George Fielding
1578	3296570	Madeline	Jacques Kristoff
1579	3296570	Jacques Kristoff	Madeline
1580	11585379	Jack Holloway	Jessica
1581	11585379	Jessica	Jack Holloway
1582	2462597	Walter	Joanna Eberhart
1583	2462597	Charmaine Wimperis	Walter
1584	2462597	Charmaine Wimperis	Joanna Eberhart
1585	2462597	Charmaine Wimperis	Ted
1586	2462597	Joanna Eberhart	Walter
1587	2462597	Ted	Charmaine Wimperis
1588	2462597	Walter	Charmaine Wimperis
1589	2462597	Carol Van Sant	Ted
1590	5150761	Ivan Reisz	Anne Kilton
1591	5150761	Aiden Kater	Anne Kilton
1592	5150761	Jake Gray	Anne Kilton
1593	4500088	Sadie	Lucy
1594	4500088	Willie Stark	Lucy
1595	13102698	Arvilla Holden	Joe
1596	3088906	Davis Roman	Shelby
1597	3097826	Myrl Redding	Cora
1598	3097826	Cora	Myrl Redding
1599	11259713	Richard Sharpe	Teresa
1600	11259713	Teresa	Richard Sharpe
1601	10931140	Huang Chang	Mi Lan
1602	10931140	Mi Lan	Huang Chang
1603	616786	Bev	Jimmy Kilmartin
1604	616786	Jimmy Kilmartin	Bev
1605	2217409	Shinichiro	Kazuko
1606	352455	Phil Berquist	Arlene
1607	352455	Ed Furillo	Arlene
1608	352455	Barbara	Ed Furillo
1609	352455	Ed Furillo	Barbara
1610	15790575	Karabi Guha	Anindya Pakrashi
1611	15790575	Anindya Pakrashi	Karabi Guha
1612	10759815	Willie Bauche	Ann Garantier
1613	6980450	David Winters	Melanie
1614	6980450	Melanie	David Winters
1615	3596717	Otoku	Shotaro Hanayagi
1616	3596717	Shotaro Hanayagi	Kikunosuke Onoe
1617	3596717	Kikunosuke Onoe	Shotaro Hanayagi
1618	19431968	Raymunda	Esteban
1619	19431968	Esteban	Raymunda
1620	3405396	Uuno	Elisabeth
1621	35790649	Raj	Pushpa
1622	35790649	Pushpa	Raj
1623	18849356	Marziana	Salima
1624	3523345	Sarah Watkins	William McFly
1625	3523345	William McFly	Sarah Watkins
1626	8475503	Clara	Leo
1627	8475503	Leo	Clara
1628	16512511	Boris	Éva
1629	17683199	Terry Goldstein	Catherine
1630	17683199	Lanie	Stephan Arbarn
1631	17683199	Catherine	Terry Goldstein
1632	17683199	Stephan Arbarn	Lanie
1633	142417	Jim Lovell	Marilyn
1634	142417	Marilyn	Jim Lovell
1635	1252820	Manuel Iriguíbel	Madalen
1636	1252820	Ignacio Iriguíbel	Madalen
1637	1252820	Madalen	Manuel Iriguíbel
1638	36114256	Rajashekharan	Savitha
1639	36114256	Sumesh	Rajashekharan
1640	36114256	Savitha	Rajashekharan
1641	27260560	Bonacieux	Bernajou
1642	27260560	Bernajou	Bonacieux
1643	21908394	Alice McGrath	Rex
1644	21908394	Rex	Alice McGrath
1645	32869134	Robert Preston	Frank Marston
1646	32869134	Corrina Marston	Frank Marston
1647	2229732	Hobbs	Peggy
1648	2229732	Peggy	Hobbs
1649	1042309	Jessica Martin	Craig
1650	18271027	J. Conrad Nelson	Louise Ginglebusher
1651	18271027	Louise Ginglebusher	J. Conrad Nelson
1652	4136530	Anna	Paolo Fassati
1653	4136530	Denise	Filippo Donati
1654	4136530	Renata	Albert
1655	7920068	Billy Burke	Jennifer
1656	7920068	"Ted "" Crawford"	Jennifer
1657	7920068	Jennifer	"Ted "" Crawford"
1658	26612982	Molly	Zakhariah
1659	26612982	Zakhariah	Molly
1660	24062674	Vijayakumar	Manjula
1661	24062674	Manjula	Vijayakumar
1662	18241669	Carter	Rosie
1663	591309	Rosina	Lorenzo Anello
1664	591309	Lorenzo Anello	Rosina
1665	13139418	Tehzeeb	Salim
1666	13139418	Salim	Tehzeeb
1667	1661774	Ellen	Ted Stryker
1668	1661774	Ted Stryker	Ellen
1669	241603	Austin Powers	Vanessa Kensington
1670	19027655	Bianca	Franzoli Soldo
1671	19027655	Bernando	Peppina
1672	19027655	Franzoli Soldo	Bianca
1673	22375764	Frost	Karen
1674	22375764	Karen	Frost
1675	26628405	Ryker	Ann
1676	9674567	Lisa	Gudvin
1677	9674567	Gudvin	Lisa
1678	17890259	Clive Esmond	Glenda
1679	17890259	Glenda	Clive Esmond
1680	26347221	Cecil Rhodes	Petra
1681	26347221	Sanna	Cecil Rhodes
1682	26347221	Paul Krüger	Sanna
1683	26347221	Cecil Rhodes	Sanna
1684	12204434	Charlie Snow	Maggie
1685	12204434	Maggie	Charlie Snow
1686	10621212	Angela Brooks	Bob
1687	10621212	Bob	Angela Brooks
1688	26361594	Naoko	Yoshio
1689	223904	Mary	Bothwell
1690	223904	Bothwell	Mary
1691	31272168	Neduvaali	Osthe Velan
1692	31272168	Balan	Nirmala
1693	31272168	Osthe Velan	Neduvaali
1694	24336588	Kanako	Eiichirō
1695	1808380	Mahtob	Betty
1696	34916390	Michel Adler	Alexandra Neldel
1697	34916390	Alexandra Neldel	Michel Adler
1698	3383318	Jerome Van Aken	Meredith
1699	3383318	Meredith	Jerome Van Aken
1700	31320148	Nils Ahlen	Helga
1701	2990847	Frank Davis	John P. Ryan
1702	2990847	Frank Davis	Lenore
1703	2990847	Lenore	John P. Ryan
1704	2990847	John P. Ryan	Lenore
1705	8090904	Joe	Maria
1706	21174	Nanook	Nyla
1707	6947418	Geeta	Gulshan
1708	6947418	Gulshan	Geeta
1709	1346601	Janis	Erika Beck
1710	1346601	Janis	Yakov Kosnov
1711	1346601	Dmitri Polyakov	Erika Beck
1712	1346601	Yakov Kosnov	Janis
1713	2063141	Roy	Gloria Firefly
1714	2063141	Wendy	Adam
1715	2063141	Gloria Firefly	Roy
1716	2063141	Adam	Wendy
1717	2156850	Dave	Mary
1718	2156850	Mary	Dave
1719	724551	Louis	Maud
1720	724551	Maud	Louis
1721	5326370	Molly	Ted Cogan
1722	5326370	Ted Cogan	Molly
1723	1373876	Jimmy Sanchez	Toni
1724	1373876	Isabel	Jimmy Sanchez
1725	1373876	Jimmy Sanchez	Isabel
1726	33548173	Greg Winters	Henry Sykes
1727	33548173	Henry Sykes	Greg Winters
1728	6768753	Rajalakshmi	Raniammal
1729	6768753	Arun	Raniammal
1730	13757894	Koulbou	Hawa
1731	6527956	Herbert Mikado	Katie Shaw
1732	21766755	Marge	Jerry
1733	21766755	Lois	Marge
1734	21766755	Jerry	Millie
1735	21766755	Jerry	Marge
1736	31010782	John Beck	Cathy
1737	9604018	Billy	Anna
1738	9604018	Anna	Billy
1739	24228775	Ekweme	Ige
1740	24228775	Ige	Ekweme
1741	6498430	Stan Laurel	Oliver Hardy
1742	3695000	Charlie Hawkins	Peggy
1743	3695000	Peggy	Charlie Hawkins
1744	14509075	Lorraine Sheldon	Bert Jefferson
1745	14509075	Bert Jefferson	Lorraine Sheldon
1746	1710667	Bryn Cartwright	Lucy
1747	1710667	Lucy	Bryn Cartwright
1748	1686611	Hideki	Ayaka
1749	30086	Louise	Scott Carey
1750	30086	Scott Carey	Louise
1751	27500533	Barkley	Alice
1752	27500533	Alice	Barkley
1753	28126186	Dora	Robert
1754	28126186	Robert	Dora
1755	12336807	Martin Luther	Katharina von Bora
1756	12336807	Katharina von Bora	Martin Luther
1757	35799385	Mihir Das	Tulasi
1758	35799385	Raja	Tulasi
1759	34164352	Kiran	Ravi
1760	34164352	Ravi	Kiran
1761	29539622	Viruthan Shanku	Kunjikkavu
1762	29539622	Kunjikkavu	Viruthan Shanku
1763	396470	Vinnie	Raymond
1764	5722849	Luk Tat Sun	Lulu Kim
1765	5722849	Lulu Kim	Luk Tat Sun
1766	4179081	Martin Harvey	Katherine
1767	4179081	Katherine	Martin Harvey
1768	8723567	Sonia	Ajay
1769	8723567	Ajay	Sonia
1770	14656708	Rai	Nandini
1771	14656708	Nandini	Rai
1772	7506680	Doris Duke	Franklin Hutton
1773	7506680	Franklin Hutton	Doris Duke
1774	7506680	Franklin Hutton	Irene
1775	7506680	Doris Duke	Irene
1776	7506680	Barbara	Irene
1777	7506680	Jimmy Donahue	Edna
1778	7506680	Edna	Jimmy Donahue
1779	11216936	Fantaghirò	Tarabas
1780	11216936	Tarabas	Fantaghirò
1781	21003194	Brian Thompson	Bella
1782	73395	Edith Hardy	Richard
1783	73395	Richard	Edith Hardy
1784	26363125	Christopher	Christine Belling
1785	26363125	Christine Belling	Christopher
1786	15670343	Joe Leland	Karen
1787	15860207	Amanda	Charlie Reed
1788	15860207	Charlie Reed	Amanda
1789	10771697	Mumtaz	Shashi Kapoor
1790	23119616	Richard Murray	Carol
1791	20245495	Lorraine	Jimmy
1792	20245495	Jimmy	Lorraine
1793	5534117	Vishwa Pratap Singh	Rukmani
1794	26588532	Padmaja	Nandan
1795	18003095	Udaya Varma Thampuran	Bhagirathi Thampuratti
1796	18003095	Bhagirathi Thampuratti	Udaya Varma Thampuran
1797	2255067	Clark Griswold	Ellen
1798	2255067	Cousin Eddie	Catherine
1799	2255067	Catherine	Cousin Eddie
1800	10995901	Lisa	Joe Baron
1801	10995901	Joe Baron	Lisa
1802	17175786	Mithun	Laboni
1803	17175786	Rahul Bose	Sameera Reddy
1804	35762725	Jennifer	Ivan Cláudio
1805	35762725	Ivan Cláudio	Jennifer
1806	28882106	Ramu	Vijaya
1807	28882106	Vijaya	Ramu
1808	14562213	Kali	Riya Thapar
1809	14562213	John Abraham	Riya Thapar
1810	23143530	Anandan	Raghavan Nair
1811	15247877	Sergio	Elvira
1812	15247877	Matilda	Elvira
1813	6963814	Geoffrey Carroll	Sally
1814	6963814	Sally	Geoffrey Carroll
1815	342741	Annie	Michael Sullivan Jr.
1816	3700806	John Barrett	Mark Driscoll
1817	3700806	Sally	Mark Driscoll
1818	3700806	Mark Driscoll	John Barrett
1819	3700806	John Barrett	Sally
1820	3700806	Mark Driscoll	Sally
1821	3700806	Sally	John Barrett
1822	1526741	Flor Silvestre	Ánimas Trujano
1823	5777733	Mary	Jim
1824	476640	Mike O'Hara	Carol
1825	476640	Carol	Mike O'Hara
1826	574725	Morgan	Mary Ann
1827	574725	Mary Ann	Morgan
1828	14811847	Nancy	Albert
1829	14811847	Albert	Nancy
1830	2096043	Benjamin Devereaux	Violet Devereaux
1831	2096043	Violet Devereaux	Benjamin Devereaux
1832	600008	Jackson Jr	M'Lynn Eatenton
1833	600008	M'Lynn Eatenton	Jackson Jr
1834	7138412	Sujatha	Venkat
1835	7138412	Venkat	Sujatha
1836	25992458	Cho Yan - may	Po Man - tin
1837	25992458	Po Man - tin	Cho Yan - may
1838	21881879	Larry McFie	Margaret
1839	15306630	Ed Hutcheson	Nora
1840	1665824	Harry Moseby	Ellen
1841	1665824	Ellen	Harry Moseby
1842	15249127	Koh Abun - himself	Cik Linda Ira Maya Sopha
1843	15249127	Koh Abun Ming	Koh Abun - himself
1844	15249127	Koh Abun - himself	Koh Abun Ming
1845	9912115	Khamlao	Keaw
1846	559847	Baby - O. Malloy	Tricia
1847	23752458	Kay	Stephen Barlow
1848	23752458	Stephen Barlow	Kay
1849	24731602	Brendan Fraser	Aileen
1850	24731602	Aileen	Brendan Fraser
1851	5671197	Eric	Marion
1852	5671197	Marion	Mickey
1853	5671197	Mickey	Eric
1854	5671197	Mickey	Marion
1855	5671197	Marion	Eric
1856	5671197	Mickey	Jenni
1857	5671197	Marion	Jenni
1858	5671197	Jenni	Eric
1859	5671197	Jenni	Marion
1860	5671197	Eric	Jenni
1861	1164544	Lou	Ginny Isiana
1862	1164544	Ginny Isiana	Lou
1863	3737258	Albert Potter	Doris Mann
1864	31855265	Aung San Suu Kyi	Michael Aris
1865	31855265	Michael Aris	Aung San Suu Kyi
1866	1735236	Deuce Bigalow	Kate
1867	1735236	Kate	Deuce Bigalow
1868	7443928	Karen	Tom
1869	7443928	Tom	Karen
1870	26391984	John Lennon	Cynthia
1871	210239	James Kendrick She	Billy
1872	210239	Billy	James Kendrick She
1873	5748716	Chico	Petra
1874	5451599	Danika Merrick	Randy
1875	21605437	Anna	Joe Benton
1876	21605437	Joe Benton	Anna
1877	1326081	Neetu	Jai
1878	1326081	Jai	Neetu
1879	13956956	Gerald Pyncheon	Alice
1880	13956956	Alice	Gerald Pyncheon
1881	23989889	Grigori Alexandrov	Lyubov Orlova
1882	2771118	Max	Kate
1883	25178358	Delia	Lachlan Morrison
1884	25178358	Lachlan Morrison	Delia
1885	6205827	Jamie	Kevin
1886	6205827	Daria	Lindy
1887	6205827	Joey	Jake
1888	6205827	Stacey	Mack
1889	6205827	Joey	Quinn
1890	6205827	Li	Mack
1891	6205827	Daria	Kevin
1892	6205827	Neil	Tom
1893	6205827	Tiffany	Andrea
1894	6205827	Jeffy	Max
1895	6205827	Stacey	Tom
1896	6205827	Li	Jake
1897	6205827	Li	Jodi
1898	6205827	Stacey	Kevin
1899	6205827	Neil	Jake
1900	6205827	Neil	Mack
1901	6205827	Li	Kevin
1902	6205827	Neil	Andrea
1903	6205827	Jeffy	Andrea
1904	6205827	Neil	Quinn
1905	6205827	Jeffy	Kevin
1906	6205827	Peter Pan	Jake
1907	6205827	Neil	Kevin
1908	6205827	Jane	Kevin
1909	6205827	Daria	Tiffany
1910	6205827	Stacey	Sandi
1911	6205827	Stacey	Jake
1912	6205827	Jamie	Max
1913	6205827	Li	Sandi
1914	6205827	Neil	Sandi
1915	6205827	Brittany	Max
1916	6205827	Jamie	Andrea
1917	6205827	Jane	Lindy
1918	6205827	Joey	Andrea
1919	6205827	Tiffany	Max
1920	6205827	Brittany	Andrea
1921	9386367	Garry Homes	Margaret Selfridge
1922	9386367	Margaret Selfridge	Garry Homes
1923	10686800	Mamiya	Ayako
1924	10686800	Ayako	Mamiya
1925	161450	Zosh	Frankie Machine
1926	161450	Frankie Machine	Zosh
1927	29052102	Ramunni	Savithri
1928	29052102	Savithri	Ramunni
1929	29052102	Ramunni	Sarojini
1930	1323106	Sheila	Gremlin
1931	1323106	Gremlin	Sheila
1932	26408859	Chennabasappa	Saroja
1933	768808	Debra	Frank Bannister
1934	768808	Ray Lynskey	Lucy
1935	768808	Cyrus	Debra
1936	768808	Frank Bannister	Debra
1937	768808	Stuart	Debra
1938	768808	Frank trap Bartlett	Debra
1939	768808	Debra	Frank trap Bartlett
1940	768808	Lucy	Frank Bannister
1941	768808	Frank Bannister	Lucy
1942	924799	Wayne Szalinski	Diane
1943	16478181	Bel	Adler Jones
1944	16478181	Adler Jones	Bel
1945	24828951	Dona Rosa	Pablo
1946	24828951	Pablo	Dona Rosa
1947	27762093	Thelma	Dado
1948	27762093	Dado	Thelma
1949	153435	Apollo Creed	Adrian
1950	153435	Tony	Adrian
1951	153435	Adrian	Rocky Balboa
1952	153435	Rocky Balboa	Adrian
1953	11635934	Vera	Gustav Segert
1954	11635934	Gustav Segert	Vera
1955	2401490	Delilah	Samson
1956	2401490	Samson	Delilah
1957	18472115	Ronnie	Gina
1958	18472115	Gina	Ronnie
1959	719000	Vijay - much	Anita
1960	719000	Anita	Vijay - much
1961	5721992	Ramona	Travis Nelson
1962	5721992	Travis Nelson	Ramona
1963	5721992	Maggie	Robert Verne
1964	5721992	Robert Verne	Maggie
1965	187103	Lester Blaine	Myra Hudson
1966	187103	Myra Hudson	Lester Blaine
1967	10706032	Choudhury Hukumat Rai	Gauri
1968	10706032	Raj	Gauri
1969	10706032	Raj	Choudhury Hukumat Rai
1970	31939369	Devan	Raji
1971	31939369	Raji	Devan
1972	1244836	Howard Langston	Liz
1973	12562361	Sanjay	Durga
1974	12562361	Durga	Sanjay
1975	20435857	Maamu	Musha Heerapoorwala
1976	2451503	Catlan	Julie
1977	924767	Laura Burney	Martin
1978	13626881	Anjali	Raghupati Naidu
1979	13626881	Raghupati Naidu	Anjali
1980	13626881	Raghupati Naidu	Sravanthi
1981	13626881	Sravanthi	Raghupati Naidu
1982	11151781	Tripathi	Mary
1983	11151781	Mary	Tripathi
1984	1472852	"Dave "" Whiteman"	Barbara
1985	1472852	David	Barbara
1986	242542	Carol	Tom
1987	242542	Brad	Ross Harris
1988	242542	Ross Harris	Brad
1989	242542	Tom	Carol
1990	13972163	Gengnian	Xiuqing
1991	28138971	Peter Keith	Dolores
1992	18454887	Ann Deveraux	Danny
1993	142049	John Anderton	Lara
1994	142049	Lara	John Anderton
1995	3834822	John Russell	Audra
1996	5209755	Hema	Muthappa
1997	5209755	Muthappa	Hema
1998	24158175	Billy Two Hats	Esther
1999	24158175	Spencer	Esther
2000	24158175	Deans	Esther
2001	2688769	Cora	Roy Cobb
2002	29062573	Eva Braun	Natasha
2003	29062573	Natasha	Eva Braun
2004	7832768	Judas Iscariot	Mary Magdalene
2005	7832768	Mary Magdalene	Judas Iscariot
2006	6471697	Ameer Baba	Malika
2007	6471697	Malika	Ameer Baba
2008	16291021	V. K. Ramaswamy	Parvathi
2009	16291021	Lakshmiammal	Parvathi
2010	16291021	Sundaram	Shekar
2011	16291021	Shekar	Sundaram
2012	16291021	Kantha	Sundaram
2013	16291021	Zamindar Sivalingam	Lakshmiammal
2014	16291021	Parvathi	V. K. Ramaswamy
2015	16291021	Lakshmiammal	Zamindar Sivalingam
2016	16291021	Zamindar Sivalingam	Sundaram
2017	16291021	Shekar	Chandra
2018	16291021	Chandra	Kantha
2019	16291021	Sundaram	Zamindar Sivalingam
2020	16291021	Chandra	Sundaram
2021	16291021	Chandra	Shekar
2022	16291021	Sundaram	Kantha
2023	1040632	Shukichi	Fumiko
2024	161874	Rosalia	Ferdinando Cefalù
2025	161874	Ferdinando Cefalù	Rosalia
2026	5654699	Kasturi	Simhadri
2027	5654699	Ram Bhupal Varma	Simhadri
2028	19601054	Ramesh	Renu
2029	19601054	Renu	Shobha
2030	19601054	Chander	Shobha
2031	19601054	Chander	Ramesh
2032	19601054	Renu	Ramesh
2033	19601054	Radha Kishen	Avtaar Kishen
2034	19601054	Ramesh	Shobha
2035	19601054	Shobha	Ramesh
2036	19601054	Avtaar Kishen	Radha Kishen
2037	19601054	Chander	Renu
2038	19601054	Renu	Chander
2039	2662367	Walter Abrams	Toni
2040	19872306	Mahulbanir Sereng	Saheli
2041	19872306	Saheli	Mahulbanir Sereng
2042	1949083	Shooter	Melba
2043	3671998	Carter Nix	Jenny
2044	20775950	Elsa Valentin	Bernard
2045	31562257	Siva	Pooja
2046	31562257	Pooja	Siva
2047	3021304	Jack Sherman	Elizabeth Lloyd
2048	3021304	Elizabeth Lloyd	Jack Sherman
2049	1853795	Brett	Martin Gordon
2050	1853795	Martin Gordon	Brett
2051	18269587	David Andrews	Marge
2052	669691	Harihar Ray	Sarbajaya
2053	8233233	Jake Stillman	Rosette
2054	8233233	Yukon	Rosette
2055	8233233	Rosette	Yukon
2056	28386410	Dale blackmails Julia	Rhonda
2057	28960753	Terry Hitchcock	Sue
2058	28960753	Sue	Terry Hitchcock
2059	22189918	Charles Storm	Diana
2060	22189918	Diana	Charles Storm
2061	5579823	Jack Powell	Carol
2062	23449348	Ester	Anton
2063	12117643	Lewis	Jerry
2064	12117643	Jerry	Lewis
2065	6028449	Leonora Eames	Smith Ohlrig
2066	6028449	Smith Ohlrig	Leonora Eames
2067	27617747	Matt Considine	Emma
2068	27617747	Emma	Dvorak
2069	27617747	Dvorak	Emma
2070	24818273	Julia Lofting	Magnus
2071	24818273	Kate	Magnus
2072	24818273	Magnus	Julia Lofting
2073	1621849	Alice Moore	Irena
2074	1621849	Irena	Oliver Reed
2075	1621849	Oliver Reed	Alice Moore
2076	1621849	Alice Moore	Oliver Reed
2077	1621849	Oliver Reed	Irena
2078	21754296	Adam Lang	Ruth
2079	21754296	Ruth	Adam Lang
2080	1228330	Manuel	Rebeca
2081	1228330	Rebeca	Manuel
2082	3954720	Ben	Marian
2083	3954720	Marian	Ben
2084	27876763	Arjun	Lisa
2085	27876763	Anju	Dev
2086	27876763	Dev	Anju
2087	27876763	Lisa	Arjun
2088	12139569	Mike Terry	Sondra
2089	12139569	Zena	Chet Frank
2090	12139569	Sondra	Mike Terry
2091	12139569	Chet Frank	Zena
2092	32883986	Mrs Mary Morton	Mike
2093	32883986	Mike	Mrs Mary Morton
2094	10183854	Harley	Loretta
2095	5439220	Tim	Ricky
2096	5439220	Kelly O'Brien	Tim
2097	5439220	Ricky	Tim
2098	17671802	Kate Coleman	John
2099	17671802	John	Kate Coleman
2100	9633312	Thalaivasal Vijay	Priya
2101	12595448	Luchy	Juan
2102	11350779	Gavin	Kitty
2103	11350779	Kitty	Gavin
2104	2207640	Jillian	Spencer Armacost
2105	2207640	Spencer Armacost	Jillian
2106	23847707	Louise Noblet	Gaston
2107	23847707	Gaston	Louise Noblet
2108	34244761	Satish	Shashi
2109	34244761	Shashi	Satish
2110	2055814	Joe Collins	Ruth
2111	2055814	Ruth	Joe Collins
2112	35370504	Ellison Oswalt	Tracy
2113	1704161	Yvette	Mark
2114	1704161	Mark	Yvette
2115	21292344	Terry	Rich Bower
2116	21292344	Rich Bower	Terry
2117	6696498	Spike Donnelly	Harry Flakers
2118	6696498	Harry Flakers	Spike Donnelly
2119	32289648	Mark	Alice de la Cruz
2120	32289648	Alice de la Cruz	Mark
2121	13729387	Kevin Hunter	Robin Givens
2122	13729387	Robin Givens	Kevin Hunter
2123	10387888	Alison Courtland	Richard Courtland
2124	434089	Rance	Hallie
2125	434089	Stoddard	Nora
2126	434089	Hallie	Stoddard
2127	434089	Stoddard	Hallie
2128	434089	Nora	Stoddard
2129	30891735	Livia	Raoul
2130	30891735	Raoul	Livia
2131	1570843	Doug	Lynn
2132	20014529	Obing Tadao	Dakis Nomin
2133	20014529	Pawan Nawi	Dakis Nomin
2134	20014529	Pawan Nawi	Obing Tadao
2135	20014529	Dakis Nomin	Obing Tadao
2136	20014529	Dakis Nomin	Pawan Nawi
2137	32656988	Daubenny Carshott	Lorna Quidley
2138	32656988	Lorna Quidley	Daubenny Carshott
2139	11635128	Larry Hall	Mary McKay
2140	11635128	Mary McKay	Larry Hall
2141	163440	Lady Claire	Charles
2142	163440	Grace	Lady Claire
2143	163440	Charles	Lady Claire
2144	10662403	Rachel	Jacob
2145	10662403	De Trignac	Rachel
2146	10662403	Jacob	Rachel
2147	2233095	Henry / McDougal	Martha
2148	2233095	Martha	Henry / McDougal
2149	2623071	Anthony Rossano	Lisa Provolone
2150	3434688	Richie Ginelli	Gabe
2151	3434688	Gabe	Richie Ginelli
2152	3434688	Heidi	Billy Halleck
2153	3434688	Billy Halleck	Heidi
2154	3434688	Billy Halleck	Leda
2155	3434688	Suzanne Lempke	Gabe
2156	3434688	Linda	Heidi
2157	25860552	Grant Coleman	Alex McGregor
2158	25860552	Alex McGregor	Grant Coleman
2159	7538545	Caroline	Josiah
2160	7538545	Josiah	Caroline
2161	171078	Nixon	Pat Ryan
2162	5533519	Steve Irwin	Terri
2163	5533519	Terri	Steve Irwin
2164	442647	Elizabeth	Frederick Frankenstein
2165	442647	Inga	Frederick Frankenstein
2166	13093495	Matias blackmails Edu	Rosane
2167	13093495	Rosane	Matias blackmails Edu
2168	24963370	Foghorn	Miss Prissy
2169	243064	Betty	Buddy Kupfer
2170	243064	Buddy Kupfer	Betty
2171	8635138	Shanthi	Siddanth
2172	12343041	Beverly	Ian
2173	386476	Rosalie Bender	Avram Belinski
2174	386476	Avram Belinski	Rosalie Bender
2175	6193020	Angus Shaw	Lillian
2176	6193020	Lillian	Angus Shaw
2177	16183064	Fred Simmons	Suzie
2178	23805085	Lisa Marie Chandler	Gil Chandler
2179	23805085	Gil Chandler	Lisa Marie Chandler
2180	74823	Annette Ancello	Beppo
2181	16090959	Francene	Cardi
2182	16090959	Cardi	Francene
2183	35800169	Duke Jefferson	Bonnie Parker
2184	35800169	Bonnie Parker	Duke Jefferson
2185	7424807	Susheela	Eeshwar
2186	7424807	Eeshwar	Susheela
2187	20869369	Alain Coste	Pascal Manise
2188	20869369	Pascal Manise	Alain Coste
2189	20869369	Francis Rivet	Jeanne Rivet
2190	20869369	Jeanne Rivet	Francis Rivet
2191	15749099	David Weinberg	Alexis
2192	6098808	Jamie Ashen	Lisa
2193	6098808	Lisa	Jamie Ashen
2194	32896184	Elsa	Bill Lawson
2195	32896184	Bill Lawson	Elsa
2196	5257549	Dorothy	Roy Fehler
2197	5257549	Roy Fehler	Dorothy
2198	8204853	Emily	Penelope
2199	8204853	Charlie	Penelope
2200	32895116	Von Scarsbruck	Prince Eugene von Strelsburg
2201	32895116	Prince Eugene von Strelsburg	Von Scarsbruck
2202	17793649	Jim	Nora
2203	17793649	Nora	Jim
2204	2673320	Mac	Claire
2205	2673320	Claire	Mac
2206	18513660	Schiele	Edith
2207	18513660	Edith	Schiele
2208	1346428	Joe Moore	Fran
2209	2250068	Shunichi Maki	Yoko
2210	9734319	Jeeva	Meenakshi
2211	9734319	Meenakshi	Jeeva
2212	7850702	Flavia	Michael
2213	7850702	Michael	Flavia
2214	16451841	Ruth	Evelyn coaxes Joe
2215	16451841	Evelyn coaxes Joe	Ruth
2216	8344046	Osbourne Cox	Sandy
2217	8344046	Sandy	Osbourne Cox
2218	8344046	Osbourne Cox	Linda - prompt Katie
2219	24185289	Radha	Ravi
2220	24185289	Ambika	John
2221	24185289	Ambika	Ravi
2222	24185289	Ambika	Radha
2223	24185289	Ravi	Radha
2224	24185289	Ravi	John
2225	28250083	Elisabeth	Samuel Daily
2226	28250083	Samuel Daily	Elisabeth
2227	19887951	Celso	Wai Lana
2228	19887951	Nieves	Adonis
2229	25340278	Hans	Irmgard
2230	25340278	Irmgard	Hans
2231	1238874	Testerman	Sid Hatfield
2232	34971644	Ermelinda	Jerry
2233	707823	John Hargreaves	Wendy
2234	707823	Donald Woods	Wendy
2235	707823	Wendy	Donald Woods
2236	7976935	Bing	Medusa
2237	7976935	Medusa	Bing
2238	28318776	Vaiga	Vishwanatha Menon
2239	28318776	Vishwanatha Menon	Vaiga
2240	13035093	Anwar	Rehana
2241	13035093	Rehana	Anwar
2242	3796734	Maria	Christoffer
2243	3796734	Christoffer	Maria
2244	7972574	Mrs Hardy	Oliver
2245	7972574	Oliver	Mrs Hardy
2246	19464064	Kunjipathu	Musa
2247	19464064	Adda	Musa
