Character name	Freebase character ID	title	filtered_descriptions	X	Y	Z	labels	Wikipedia ID	death	romance	Release date	Gender	Height	Ethnicity	Actor name	Actor age at release	Box office revenue	Genres	Name	partner	Has_partner
The Strobe	/m/0h4_tlj	['leader']	['ask', 'manage', 'core']	-38.29197	-3.900448	23.2755	3	2310527		False	2000.0	M	1.83		Thomas Haden Church	40.0	13276.0	['Comedy', 'Action', 'Indie']	The Specials		0
Shannon	/m/0gl4j9q		['overcharge', 'own', 'confront']	-9.286028	-8.357633	-4.9572406	2	30273553		False	2011.0	M	1.791		Bryan Cranston	55.0	76175166.0	['Drama', 'Action', 'Thriller']	Drive		0
Holly Cantrell	/m/05snrtx	['candidate student']	['pocket', 'realize', 'bring']	-14.269071	5.6975102	39.262493	25	6593182		False	2009.0	F	1.57	/m/02w7gg	Anna Friel	32.0	69548641.0	['Comedy', 'Action', 'Adventure']	Land of the Lost		0
Terry Munroe	/m/0h5hrdt		['use', 'tell', 'son']	-13.387217	21.817026	-22.68908	9	2493307		False	1993.0	F	1.7	/m/07bch9	Karen Allen	42.0	5086909.0	['Action', 'Thriller', 'Horror']	Ghost in the Machine		0
Chicken Joe	/m/02_wz81		['make', 'cause', 'wipe']	21.176994	-11.924027	25.699968	0	2811955		False	2007.0	M	1.85		Jon Heder	29.0	149044513.0	['Comedy', 'Adventure', 'Family Film']	Surf's Up		0
Mike Mageau	/m/02nwsdv		['survive', 'shooting', 'meet']	-25.743837	25.40355	24.334858	13	2654186		False	2007.0	M	1.77		Lee Norris	25.0		['Drama', 'Thriller', 'Crime Fiction']	Zodiac		0
Mike Mageau	/m/02nwsdv		['survive', 'shooting', 'meet']	-25.743837	25.40355	24.334858	13	2654186		False	2007.0	M	1.8		Jimmi Simpson	31.0		['Drama', 'Thriller', 'Crime Fiction']	Zodiac		0
Trymon	/m/05c9hjn		['say', 'know', 'kill']	-1.519435	5.735992	9.477259	2	16337176		False	2008.0	M	1.75	/m/02w7gg	Tim Curry	61.0		['Comedy', 'Fantasy']	Terry Pratchett's The Colour of Magic		0
Twoflower	/m/02cl4b		['rescue', 'donate', 'encounter']	-15.095118	9.631621	-34.95622	8	16337176		False	2008.0	M	1.68		Sean Astin	37.0		['Comedy', 'Fantasy']	Terry Pratchett's The Colour of Magic		0
Balinda Parson	/m/0h5jmtz		['abuse', 'traumatize', 'kill']	-5.595193	-2.9794595	-38.77691	5	6887230		False	2007.0	F	1.7		Priscilla Barnes	51.0		['Drama', 'Thriller', 'World cinema']	Thr3e		0
Irene	/m/0h2yxdg		['pack', 'fall', 'date']	14.374266	36.687393	14.012122	12	20826924		False	2001.0	F	1.6	/m/03lmx1	Kelly Macdonald	24.0		['Drama', 'Crime Fiction', 'Indie']	Strictly Sinatra		0
Mahmud Nasir	/m/0bd0wm8		['burn', 'deliver', 'learn']	-0.2519146	35.880196	10.193466	1	25359124		False	2010.0	M	1.65	/m/02q206y	Omid Djalili	44.0		['Comedy', 'Indie']	The Infidel		0
Mahmud Nasir	/m/0bd0wm8		['burn', 'deliver', 'learn']	-0.2519146	35.880196	10.193466	1	25359124		False	2010.0	M	1.65	/m/02q206y	Omid Djalili	44.0		['Comedy', 'Indie']	The Infidel		0
Uzma	/m/0bd100q		['get', 'union', 'need']	36.16533	2.5300488	-13.7376795	17	25359124		False	2010.0	F			Soraya Radford			['Comedy', 'Indie']	The Infidel		0
Felix	/m/0c1lxhf		['order', 'case', 'meet']	23.827768	-13.554294	26.073092	0	826409		False	2004.0	M	1.83	/m/03ttfc	Javier Bardem	35.0	217764291.0	['Drama', 'Thriller', 'Crime Fiction']	Collateral	['/m/07847f']	1
Archie Leach	/m/0h13dxn	['lawyer']	['resolve', 'manage', 'tell']	31.483536	24.955795	-8.794731	15	308898		False	1988.0	M	1.96	/m/02w7gg	John Cleese	48.0	62493712.0	['Comedy', 'Crime Fiction', 'Crime Comedy']	A Fish Called Wanda	['/m/02vkhnf']	1
Ellen Barstow	/m/0c1np8b	['Professor']	['flinch', 'send', 'succumb']	-12.385702	15.086397	17.64398	27	12744854		False	1936.0	F			Joan Perry	25.0		['Crime Fiction', 'Mystery', 'Detective']	Meet Nero Wolfe		0
Kent Mansley	/m/0c0mn_n	['government agent']	['argue', 'refuse', 'lie']	-2.9856691	32.979656	6.8668933	1	842825		False	1999.0	M	1.91		Christopher McDonald	44.0	23159305.0	['Action', 'Adventure', 'Family Film']	The Iron Giant		0
Bangaram	/m/0h7718t		['able', 'help', 'blackmail']	16.467085	1.9365921	33.9653	34	4164806		False	2006.0	M	1.78	/m/09m6hr	Pawan Kalyan	34.0		['Action', 'Tollywood']	Bangaram		0
Ria	/m/0h2zvw9		['son', 'daughter', 'elope']	36.316406	-0.29579782	-20.743992	17	20797710		False	2005.0	F	1.59		Soha Ali Khan	26.0		['Drama', 'Comedy', 'Musical']	Pyaar Mein Twist		0
Hilary	/m/0ghr7b2		['point', 'open', 'marry']	35.702522	-7.657633	-12.197114	17	462749		False	1999.0	F	1.77		Rachel Griffiths	30.0	4912892.0	['Drama', 'Film adaptation', 'Biography']	Hilary and Jackie	['/m/0h13kq8']	1
Nagamatsu	/m/0b_v4kv		['tell', 'try', 'come']	-22.171867	21.221441	30.610868	13	9800451		False	1959.0	M			Mickey Curtis	21.0		['Drama', 'Black-and-white', 'World cinema']	Fires on the Plain		0
Rocky	/m/0h6ypdf		['tell', 'defend', 'come']	-15.448773	-5.5540805	-0.05366442	2	17435954		False	2003.0	M	1.82	/m/0222qb	Dino Morea	27.0		['Drama', 'Thriller', 'World cinema']	Sssshhh...		0
Nikhil	/m/0hbmtz1		['frustrate', 'kill', 'go']	-12.595621	17.956284	22.62028	27	17435954		False	2003.0	M	1.83	/m/0dryh9k	Kushaal Paunjabi			['Drama', 'Thriller', 'World cinema']	Sssshhh...		0
Suraj Rai	/m/0h71v7_		['come', 'fight', 'help']	-4.470138	-2.3432732	-10.097415	2	17435954		False	2003.0	M		/m/0dryh9k	Karan Nath			['Drama', 'Thriller', 'World cinema']	Sssshhh...		0
Cyril Gray	/m/0ck7b59		['upset', 'tell', 'award']	5.4922013	-33.234547	5.611249	16	23380332		False	2010.0	M			Eros Vlahos	15.0		['Comedy', 'Family Film', 'Fantasy']	Nanny McPhee and the Big Bang		0
Norman	/m/09xgs8z		['award', 'scoff', 'tell']	5.1258116	-40.371567	6.5530887	16	23380332		False	2010.0	M	1.47		Asa Butterfield	12.0		['Comedy', 'Family Film', 'Fantasy']	Nanny McPhee and the Big Bang		0
Isabel Green	/m/09xgs9d		['send', 'sell', 'believe']	-23.18426	21.018768	-16.084011	9	23380332		False	2010.0	F	1.75	/m/065b6q	Maggie Gyllenhaal	32.0		['Comedy', 'Family Film', 'Fantasy']	Nanny McPhee and the Big Bang		0
Celia Gray	/m/0ck7b8l		['try', 'award', 'send']	4.3280697	-46.236336	-8.1919	21	23380332		False	2010.0	F			Rosie Taylor-Ritson	15.0		['Comedy', 'Family Film', 'Fantasy']	Nanny McPhee and the Big Bang	['/m/0gy5t4x']	1
Hathi	/m/05p8f5	['Colonel']	['lead', 'help', 'conversation']	-43.98481	8.21174	6.7814913	28	680006		False	1967.0	M			J. Pat O'Malley	63.0	205843612.0	['Drama', 'Adventure', 'Family Film']	The Jungle Book		0
Dr. Chase Meridian	/m/095jb_		['tell', 'ask', 'reveal']	30.064106	-17.143082	30.087051	0	4730		False	1995.0	F	1.791	/m/03bkbh	Nicole Kidman	27.0	336529844.0	['Action', 'Thriller', 'Crime Fiction']	Batman Forever		0
John Hawkins	/m/0h2s8p_		['lose', 'tackle', 'reveal']	0.680686	31.59873	10.734596	1	32516138		False	2001.0	M	1.83		David Caruso	44.0		['Drama', 'Action', 'Crime Fiction']	Black Point		0
Buddy	/m/0h2w4qv		['die', 'give', 'advance']	6.939962	16.931206	-27.648645	29	532618		False	2001.0	M	1.78		Christopher Masterson	21.0	141220678.0	['Comedy', 'Horror', 'Parody']	Scary Movie 2		0
Nathalie	/m/04dwxnt		['reveal', 'insist', 'conclude']	-7.300271	7.8262434	-11.132239	2	2182638	heart attack	False	1996.0	F	1.75	/m/042gtr	Cameron Diaz	24.0		['Comedy', 'Thriller', 'Black comedy']	Head Above Water	['/m/0h1wxmc', '/m/0bnqq_j', '/m/0hrfvjq', '/m/04ds18q', '/m/0c06flq']	1
Myra Hindley	/m/0h2mlky		['get', 'seem', 'parole']	-4.3616695	29.22484	10.511288	1	9570503		False	2006.0	F	1.6	/m/02w7gg	Samantha Morton	28.0		['Drama', 'Crime Fiction', 'Indie']	Longford		0
Ryad	/m/08n1b0y		['expose', 'teach', 'gain']	9.3865795	31.149403	16.008087	12	22740792		False	2009.0	M			Adel Bencherif			['Drama', 'Thriller', 'World cinema']	A Prophet		0
Felson	/m/08nbtsl		['stop', 'arrest', 'kill']	-6.4812417	35.348667	8.264821	1	20402406		False	2011.0	M	1.85	/m/041rx	Ron Perlman	60.0		['Drama', 'Action', 'Thriller']	Season of the Witch		0
Warren Stantin	/m/0h1q4qc		['team', 'manage', 'hand']	-33.471157	19.80479	23.276834	13	4380331		False	1988.0	M	1.892	/m/0x67	Sidney Poitier	60.0	29300090.0	['Action', 'Thriller', 'Adventure']	Shoot to Kill		0
Steve	/m/0h33txq		['hold', 'kill', 'shoot']	-24.308033	10.085019	28.28728	13	4380331		False	1988.0	M	1.918		Clancy Brown	29.0	29300090.0	['Action', 'Thriller', 'Adventure']	Shoot to Kill		0
Doctor Aki Ross	/m/03jnvqk		['involve', 'succeed', 'lower']	-9.550743	1.8625191	-8.190304	2	11242		False	2001.0	F	1.63	/m/0d2by	Ming-Na	37.0	85131830.0	['Action', 'Adventure', 'Animation']	Final Fantasy: The Spirits Within		0
Jonathan Miller	/m/0gc_fy8		['get', 'wife', 'discover']	17.251703	-25.937618	-2.0265381	31	24707025		False	2010.0	M	1.83		Michael Biehn	53.0		['Horror', 'Slasher']	Bereavement		0
Howard Spitz	/m/0h0tf_4	['author', 'actor']	['author', 'ask', 'find']	4.729714	-12.146129	32.34777	24	9855336		False	1998.0	M	1.854		Kelsey Grammer	43.0		['Comedy']	The Real Howard Spitz		0
Howard Spitz	/m/0h0tf_4	['author', 'actor']	['author', 'ask', 'find']	4.729714	-12.146129	32.34777	24	9855336		False	1998.0	M	1.854		Kelsey Grammer	43.0		['Comedy']	The Real Howard Spitz		0
Mike Max	/m/0h2n7b4	['producer', 'computer scientist']	['give', 'suspect', 'accuse']	15.174799	2.972295	-2.473548	2	6910004		False	1997.0	M	1.87	/m/07hwkr	Bill Pullman	43.0		['Drama', 'Thriller', 'Crime Fiction']	The End of Violence		0
Mike Max	/m/0h2n7b4	['producer', 'computer scientist']	['give', 'suspect', 'accuse']	15.174799	2.972295	-2.473548	2	6910004		False	1997.0	M	1.87	/m/07hwkr	Bill Pullman	43.0		['Drama', 'Thriller', 'Crime Fiction']	The End of Violence		0
Nino Zachetti	/m/0b_tvk0		['avoid', 'boyfriend', 'agree']	4.9210296	-5.250503	11.398056	2	73438		False	1944.0	M			Byron Barr	26.0	5000000.0	['Drama', 'Thriller', 'Crime Fiction']	Double Indemnity		0
Archana	/m/0h7b99b		['get', 'return', 'remember']	18.84642	-19.114119	29.422842	0	7876902		False	1983.0	F		/m/0bhsnb	Raadhika Sarathkumar	20.0		['Horror']	Abhilasha		0
Chiranjeevi	/m/0h2n3_6	['lawyer']	['believe', 'come', 'plan']	28.408253	23.66869	-8.300077	15	7876902		False	1983.0	M	1.75	/m/0dryh9k	Chiranjeevi	27.0		['Horror']	Abhilasha		0
Pooja	/m/0kbl66c		['pray', 'die', 'bring']	-23.962393	20.612858	-25.450813	9	21872866		False	2007.0	F			Adyasha Mohapatra			['Drama']	Puja Pain Phulatie		0
Mickey	/m/0kbl436		['daughter', 'injury', 'almighty']	-5.7432504	-13.878497	1.8369155	2	21872866		False	2007.0	F			Akankshya Kabi			['Drama']	Puja Pain Phulatie		0
Unca Lou Handler	/m/0h3c3jv	['owner', 'director']	['claim', 'choose', 'owner']	17.985075	31.82647	-10.612585	10	20117565		False	1993.0	M	1.75	/m/041rx	Alan Arkin	59.0	14904910.0	['Drama', 'Comedy', 'Indie']	Indian Summer		0
Unca Lou Handler	/m/0h3c3jv	['owner', 'director']	['claim', 'choose', 'owner']	17.985075	31.82647	-10.612585	10	20117565		False	1993.0	M	1.75	/m/041rx	Alan Arkin	59.0	14904910.0	['Drama', 'Comedy', 'Indie']	Indian Summer		0
A.J. Frost	/m/04ds1b4		['survive', 'team', 'death']	-6.1920276	-4.4797516	-9.59621	2	52390		False	1998.0	M	1.89	/m/07bch9	Ben Affleck	25.0	553709788.0	['Action', 'Thriller', 'Adventure']	Armageddon		0
Pam	/m/0dggh3h		['accept', 'impress', 'death']	-19.831228	27.8156	-15.651005	9	8586619		False	2007.0	F	1.63	/m/06v41q	Rose McGowan	33.0		['Action', 'Thriller', 'Crime Fiction']	Death Proof	['/m/0g98fd0']	1
Badri	/m/0hblgzk		['torture', 'reveal', 'realize']	22.978333	11.350869	-26.02976	4	4409955		False	1996.0	M		/m/0dryh9k	Nassar	37.0		['Drama', 'Action']	Kuruthipunal		0
Carter Burke	/m/0h56vfg	['representative']	['promise', 'accuse', 'dispatch']	4.530099	2.7533262	-44.05928	5	213472		False	1986.0	M	1.78	/m/041rx	Paul Reiser	29.0	131060248.0	['Action', 'Thriller', 'Horror']	Aliens		0
Cpl. Dwayne Hicks	/m/0h2rxtc		['assume', 'rescue', 'injured']	-23.99402	8.42891	-34.179733	8	213472		False	1986.0	M	1.83		Michael Biehn	29.0	131060248.0	['Action', 'Thriller', 'Horror']	Aliens		0
Tommy 'Buns' Bundy	/m/0n0fpm8		['learn', 'call', 'handle']	6.5490932	31.903692	12.704626	12	2032676		False	1998.0	M	1.803	/m/0x67	DMX	27.0	9639390.0	['Drama', 'Crime Fiction', 'Film noir']	Belly		0
Black	/m/0n0gcpz		['beat', 'dropping', 'dead']	-16.592243	-0.25018254	-8.226477	2	2032676		False	1998.0	M			Jay Black	60.0	9639390.0	['Drama', 'Crime Fiction', 'Film noir']	Belly		0
Shameek	/m/0n0fpng		['confront', 'kill', 'shoot']	20.223137	-22.331366	4.145376	31	2032676		False	1998.0	M	1.905	/m/0x67	Method Man	27.0	9639390.0	['Drama', 'Crime Fiction', 'Film noir']	Belly		0
Big	/m/0n0gcqc		['try', 'kill', 'shoot']	-29.453564	23.247128	27.23098	13	2032676		False	1998.0	M		/m/0x67	Tyrin Turner	26.0	9639390.0	['Drama', 'Crime Fiction', 'Film noir']	Belly		0
Grant McLaine	/m/0gz5m76	['boss']	['shoot', 'accept', 'hide']	-0.9947216	15.598048	44.189167	22	3673758		False	1957.0	M	1.91	/m/07bch9	James Stewart	48.0	2600000.0	['Action/Adventure', 'Western']	Night Passage		0
Nancy Courtney	/m/0hngpq5		['ask', 'tell', 'try']	0.4601024	-45.530033	-3.3697453	21	20881423		False	1931.0	F	1.6		Tallulah Bankhead	29.0		['Drama']	Tarnished Lady		0
Clett	/m/0llkpy3		['try', 'kill', 'carry']	-10.276197	18.823528	19.732409	27	6500339		False	1958.0	M	1.85		Brian Keith	36.0		['Western']	Fort Dobbs		0
Gwen Parker	/m/0cd4x3d		['receive', 'kill', 'release']	12.788723	37.664043	19.260387	12	15531185		False	1932.0	F	1.57		Mae Clarke	22.0		['Comedy', 'Black-and-white', 'Mystery']	Penguin Pool Murder		0
Miss Hildegarde Martha Withers	/m/0cd4x1h	['Schoolteacher']	['believe', 'question', 'ask']	38.24425	-8.130123	-10.017651	17	15531185		False	1932.0	F			Edna May Oliver			['Comedy', 'Black-and-white', 'Mystery']	Penguin Pool Murder		0
Ralph Valmont	/m/0hg_q8r		['suffer', 'tell', 'berate']	5.5738773	4.1318746	7.6790814	2	2952273		False	1968.0	M			Adolfo Celi	45.0		['Action', 'Thriller', 'World cinema']	Danger: Diabolik		0
Kip	/m/0h1pp8k		['recover', 'call', 'gloat']	5.8754845	-2.5400274	-1.7009842	2	6911871		False	2007.0	M	1.83	/m/041rx	Michael Rosenbaum	34.0	4400000.0	['Comedy', 'Parody', 'Satire']	Kicking It Old Skool		0
Justin Schumacher	/m/0h2y_k_		['recover', 'make', 'learn']	14.498095	1.2145123	1.6167763	2	6911871		False	2007.0	M	1.84	/m/033tf_	Jamie Kennedy	36.0	4400000.0	['Comedy', 'Parody', 'Satire']	Kicking It Old Skool	['/m/04fgqn_']	1
Reese Bobby	/m/03gh2g1		['show', 'tell', 'guidance']	21.354515	-18.153618	24.43348	0	2886036		False	2006.0	M	1.8		Gary Cole	49.0	162966177.0	['Comedy', 'Action', 'Action/Adventure']	Talladega Nights: The Ballad of Ricky Bobby		0
Madhumitha	/m/0h825t3		['fall', 'contrast', 'household']	44.512894	0.4754596	-10.877976	17	706713		False	1998.0	F	1.7	/m/0dryh9k	Aishwarya Rai	24.0		['Drama', 'Comedy', 'World cinema']	Jeans		0
Pritam 'Pappu'	/m/0h5tfm0	['bus driver']	['fight', 'reveal', 'accuse']	-16.806252	31.841942	-17.988882	9	26009166		False	2010.0	M	1.83	/m/0bpjh3	Mithun Chakraborty	60.0		['Drama', 'Comedy', 'Action']	Golmaal 3		0
Laxman	/m/0h5tfm7		['mean', 'ridicule', 'official']	18.22454	0.11042349	5.9514966	2	26009166		False	2010.0	M	1.7	/m/0dryh9k	Shreyas Talpade	34.0		['Drama', 'Comedy', 'Action']	Golmaal 3		0
Laxman	/m/0h5tfm7		['mean', 'ridicule', 'official']	18.22454	0.11042349	5.9514966	2	26009166		False	2010.0	M	1.8	/m/0dryh9k	Kunal Khemu	27.0		['Drama', 'Comedy', 'Action']	Golmaal 3		0
Laxman	/m/0h73_b3		['mean', 'ridicule', 'official']	18.224543	0.1104225	5.9514904	2	26009166		False	2010.0	M	1.7	/m/0dryh9k	Shreyas Talpade	34.0		['Drama', 'Comedy', 'Action']	Golmaal 3		0
Frank	/m/0h1449p		['blow', 'agree', 'reject']	-16.529284	2.0059204	-4.2123275	2	1330774		False	1981.0	M	1.76	/m/041rx	James Caan	41.0	11492915.0	['Action', 'Thriller', 'Crime Fiction']	Thief		0
Teddy Gammell	/m/0g98rbd		['officer', 'assert', 'claim']	22.476437	-15.555824	24.572401	0	2750041		False	2000.0	M	1.76	/m/0xnvg	Joe Pantoliano	48.0	39723096.0	['Drama', 'Thriller', 'Crime Fiction']	Memento		0
Jimmy	/m/0g98r8y		['doubt', 'boyfriend', 'g']	-1.4037001	37.793358	-11.624971	20	2750041		False	2000.0				Larry Holden		39723096.0	['Drama', 'Thriller', 'Crime Fiction']	Memento		0
Fr. Dominic	/m/0h7244y		['send', 'suffer', 'people']	34.43347	19.071415	9.042436	26	24073925		False		M		/m/04mvp8	Nedumudi Venu			['Horror', 'Comedy film']	In Ghost House Inn: Harihar Nagar-3		0
Ricky Hawthorne	/m/0h184sj	['Lawyer', 'owner']	['admit', 'believe', 'stab']	14.428454	30.083992	-18.98647	10	2887314		False	1981.0	M	1.75	/m/01qhm_	Fred Astaire		23371905.0	['Thriller', 'Horror', 'Suspense']	Ghost Story		0
Ricky Hawthorne	/m/0h184sj	['Lawyer', 'owner']	['admit', 'believe', 'stab']	14.428454	30.083992	-18.98647	10	2887314		False	1981.0	M	1.75	/m/01qhm_	Fred Astaire		23371905.0	['Thriller', 'Horror', 'Suspense']	Ghost Story		0
Alexander Mahone	/m/0g3391		['offer', 'mislead', 'reveal']	11.671678	1.7511111	-4.694535	2	22892795		False	2009.0	M	1.835		William Fichtner	52.0		['Drama', 'Action', 'Thriller']	Prison Break: The Final Break		0
Donna Keppel	/m/0gym8b8		['try', 'bite', 'live']	-24.00347	3.4124322	5.2380624	35	11901104		False	2008.0	F	1.63		Brittany Snow	22.0		['Thriller', 'Horror', 'Mystery']	Prom Night		0
Richard Fenton	/m/0h5sq81	['teacher']	['jump', 'chase', 'stab']	31.27319	-27.94013	-4.5257936	11	11901104		False	2008.0	M	1.8		Johnathon Schaech	38.0		['Thriller', 'Horror', 'Mystery']	Prom Night		0
Claire	/m/0h2b10h		['alone', 'hear', 'return']	-0.12611607	-37.008095	8.926817	16	11901104		False	2008.0	F	1.72		Jessica Stroup	21.0		['Thriller', 'Horror', 'Mystery']	Prom Night		0
Lt. Marta Robbins	/m/0bz83zt	['Lt.']	['confiscate', 'hostage', 'cheer']	4.0198355	27.396315	3.384311	19	451817		False	2004.0	F	1.68	/m/0xnvg	Jennifer Esposito	31.0	68895435.0	['Comedy', 'Action', 'Thriller']	Taxi	['/m/02nw87f', '/m/0h5sf2h', '/m/0h27ncy']	1
Hercules	/m/0f7yr2		['battle', 'show', 'encounter']	-24.637146	7.893404	-28.897377	8	7430662		False	1998.0	M	1.91		Kevin Sorbo	39.0		['Adventure', 'Family Film', 'Animation']	Hercules and Xena - The Animated Movie: The Battle for Mount Olympus		0
Gabrielle	/m/027x79		['defeat', 'argue', 'save']	-16.096117	-0.20625034	-11.843831	2	7430662		False	1998.0	F	1.626		Reneé O'Connor	26.0		['Adventure', 'Family Film', 'Animation']	Hercules and Xena - The Animated Movie: The Battle for Mount Olympus		0
Mr. Smith	/m/0gb5vdk		['cover', 'explain', 'blackmail']	24.786251	12.480851	-25.818018	4	5101743		False	2007.0	M	1.83	/m/07hwkr	Dane Cook	35.0		['Drama', 'Thriller', 'Crime Fiction']	Mr. Brooks		0
Det. Tracy Atwood	/m/0gb5v9q	['Detective', 'police officer']	['call', 'come', 'killer']	-14.875227	34.809406	8.082726	36	5101743		False	2007.0	F	1.65		Demi Moore	44.0		['Drama', 'Thriller', 'Crime Fiction']	Mr. Brooks		0
Det. Tracy Atwood	/m/0gb5v9q	['Detective', 'police officer']	['call', 'come', 'killer']	-14.875227	34.809406	8.082726	36	5101743		False	2007.0	F	1.65		Demi Moore	44.0		['Drama', 'Thriller', 'Crime Fiction']	Mr. Brooks		0
Zavulon	/m/0h6fgmk	['leader']	['use', 'watch', 'know']	-29.94885	-1.1879706	24.223412	3	3470969		False	2006.0	M			Viktor Verzhbitsky	46.0	38862712.0	['Action', 'Thriller', 'World cinema']	Day Watch		0
Yegor	/m/0h5rnr5		['confront', 'express', 'challenge']	0.062259357	9.007275	0.9966422	2	3470969		False	2006.0				Dmitry Martynov		38862712.0	['Action', 'Thriller', 'World cinema']	Day Watch		0
Yegor	/m/0h5rnr5		['confront', 'express', 'challenge']	0.062259357	9.007275	0.9966422	2	1732642		False	2004.0				Dmitry Martynov		33899078.0	['Action', 'Thriller', 'World cinema']	Night Watch		0
Svetlana	/m/0h5rng7		['strike', 'ring', 'spill']	-13.509176	-5.4444823	-8.292548	2	3470969		False	2006.0	F			Mariya Poroshina	32.0	38862712.0	['Action', 'Thriller', 'World cinema']	Day Watch		0
Svetlana	/m/0h5rng7		['strike', 'ring', 'spill']	-13.509176	-5.4444823	-8.292548	2	1732642		False	2004.0	F			Mariya Poroshina	30.0	33899078.0	['Action', 'Thriller', 'World cinema']	Night Watch		0
Kostya	/m/0h5rnqb		['say', 'tell', 'neighbor']	0.15258725	37.697983	-11.924491	20	3470969		False	2006.0	M			Aleksei Chadov	24.0	38862712.0	['Action', 'Thriller', 'World cinema']	Day Watch		0
Kostya	/m/0h5rnqb		['say', 'tell', 'neighbor']	0.15258725	37.697983	-11.924491	20	1732642		False	2004.0	M			Aleksei Chadov	22.0	33899078.0	['Action', 'Thriller', 'World cinema']	Night Watch		0
Jack Shepard	/m/05nl85t		['tell', 'bitter', 'face']	13.252373	-1.5074886	9.488437	2	5646653		False	2006.0	M	1.8		Tim Allen	53.0	12506188.0	['Action', 'Adventure', 'Science Fiction']	Zoom		0
Dev Prakash Subramaniam	/m/0gz54bk	['police officer']	['lead', 'manage', 'seem']	-19.285408	34.49094	6.790575	36	19596986		False	2010.0	M	1.81	/m/0dryh9k	Prithviraj Sukumaran	27.0		['Drama', 'Adventure']	Raavanan		0
Vennila	/m/0dj5h9q		['traumatise', 'wedding', 'pressurize']	-3.4118905	-13.73845	9.072927	2	19596986		False	2010.0	F	1.68	/m/01rv7x	Priyamani	26.0		['Drama', 'Adventure']	Raavanan		0
Raagini Subramaniam	/m/0c06b40		['lead', 'try', 'die']	3.0193558	26.076296	-0.37587726	19	19596986		False	2010.0	F	1.7	/m/0dryh9k	Aishwarya Rai	36.0		['Drama', 'Adventure']	Raavanan		0
David Dilbeck	/m/098f62j		['interest', 'visit', 'begin']	-0.0676671	-4.952475	-41.04447	5	18943833		False	1996.0	M	1.8		Burt Reynolds	60.0	113309743.0	['Drama', 'Comedy', 'Crime Fiction']	Striptease		0
Vince LaRocca	/m/0hgyxl8	['mobster', 'chauffeur', 'singer']	['order', 'confront', 'send']	-19.91087	19.416557	23.35452	13	920468		False	1992.0	M	1.71	/m/022dp5	Harvey Keitel	53.0	231605150.0	['Comedy', 'Crime Fiction', 'Musical']	Sister Act		0
Vince LaRocca	/m/0hgyxl8	['mobster', 'chauffeur', 'singer']	['order', 'confront', 'send']	-19.91087	19.416557	23.35452	13	920468		False	1992.0	M	1.71	/m/022dp5	Harvey Keitel	53.0	231605150.0	['Comedy', 'Crime Fiction', 'Musical']	Sister Act		0
Vince LaRocca	/m/0hgyxl8	['mobster', 'chauffeur', 'singer']	['order', 'confront', 'send']	-19.91087	19.416557	23.35452	13	920468		False	1992.0	M	1.71	/m/022dp5	Harvey Keitel	53.0	231605150.0	['Comedy', 'Crime Fiction', 'Musical']	Sister Act		0
Mother Superior	/m/0hgyxlh	['Reverend']	['disagree', 'punish', 'lead']	0.2280639	-14.235943	17.476686	2	920468		False	1992.0	F	1.651	/m/02w7gg	Maggie Smith	57.0	231605150.0	['Comedy', 'Crime Fiction', 'Musical']	Sister Act		0
Otis B. Driftwood	/m/0h26286		['drop', 'find', 'end']	-19.029	1.2065487	-7.024177	2	75263		False	1935.0	M	1.71	/m/041rx	Groucho Marx		3000000.0	['Comedy', 'Black-and-white', 'Musical']	A Night at the Opera		0
Anna	/m/0gz55h9		['strike', 'scream', 'tell']	-18.502481	-0.1837741	-4.299746	2	36147846		False	2011.0	F	1.63		Noomi Rapace	31.0		['Thriller', 'Horror']	Babycall		0
Tang Long	/m/0gm7cky		['continue', 'control', 'capture']	-13.180374	13.43496	14.719791	27	30706071		False	2011.0	M	1.75	/m/03bx0k4	Donnie Yen	47.0		['Drama', 'Action', 'Adventure']	Dragon		0
Manny Rosen	/m/0h6ctz_	['owner']	['give', 'survivor', 'find']	18.66296	34.79582	-15.872778	10	511228		False	1972.0	M	1.8	/m/041rx	Jack Albertson	65.0	93300000.0	['Drama', 'Action', 'Thriller']	The Poseidon Adventure		0
Nonnie	/m/0h6ctz9	['singer']	['agree', 'survivor', 'climb']	-11.215495	-22.503637	-33.641876	14	511228		False	1972.0	F			Carol Lynley	30.0	93300000.0	['Drama', 'Action', 'Thriller']	The Poseidon Adventure		0
Eddie Valiant	/m/026hh6g	['private detective']	['explain', 'kill', 'use']	-13.357151	1.5843829	35.837814	25	76018		False	1988.0	M	1.68	/m/09cqth	Bob Hoskins	45.0	329803958.0	['Comedy', 'Action', 'Crime Fiction']	Who Framed Roger Rabbit		0
Jessica Rabbit	/m/02v8lw		['tell', 'write', 'capture']	-15.759646	5.7602186	38.354214	25	76018		False	1988.0	F	1.727	/m/07hwkr	Kathleen Turner	34.0	329803958.0	['Comedy', 'Action', 'Crime Fiction']	Who Framed Roger Rabbit	['/m/0jt0b']	1
Roger Rabbit	/m/0jt0b		['prove', 'show', 'write']	-14.110963	2.9145164	34.80631	25	76018		False	1988.0	M			Charles Fleischer	37.0	329803958.0	['Comedy', 'Action', 'Crime Fiction']	Who Framed Roger Rabbit		0
