Wikipedia ID	Subject	Object	Romance	Subject freebase character ID	Object freebase character ID
21127928	Jerry Hunter	Dina Hunter	False	/m/0hp1pbl	/m/0hp1p8y
10531283	Nirmala Gupta	Dwarka Prasad Gupta	False		
10531283	Dwarka Prasad Gupta	Nirmala Gupta	False		
5367617	George Armstrong Custer	Libby Bacon	False	/m/0b6y5ps	
5367617	Libby Bacon	George Armstrong Custer	False		/m/0b6y5ps
32987200	Edgar Dalimore	Thelma Warren	False		
32987200	Thelma Warren	Edgar Dalimore	False		
2811692	Alvin Dewey	Marie	False	/m/0cvbcsh	
5313828	Robert Coray	Helen Hathaway	False		/m/0h2qpn4
5313828	Helen Hathaway	Robert Coray	False	/m/0h2qpn4	
1752812	Liza	Wilson Joel	False	/m/02nwhsx	/m/02nwht3
1752812	Wilson Joel	Liza	False	/m/02nwht3	/m/02nwhsx
1072033	Mark Neuman	Sharon	False		/m/02nwgvh
6846215	Mortimer Folchart	Resa Folchart	False	/m/03d1jyk	/m/0cvbd76
6846215	Mo	Resa Folchart	False		/m/0cvbd76
6846215	Mortimer Folchart	Roxane	False	/m/03d1jyk	
6846215	Roxane	Mortimer Folchart	False		/m/03d1jyk
5549799	Bob Ivanovich	Gail Jones	False		/m/04dsqg8
5549799	Gail Jones	Bob Ivanovich	False	/m/04dsqg8	
14536033	John Tillman	Angie	False	/m/0hh8s22	/m/0h296sz
14536033	Angie	John Tillman	False	/m/0h296sz	/m/0hh8s22
17020848	Mike Summers	Franchea	False		
6650052	Jaani	Radha	False		
6650052	Radha	Jaani	False		
33417831	Roland Feldberg	Susanne Feldberg	False	/m/07wzq9b	/m/07wzq9r
33417831	Susanne Feldberg	Roland Feldberg	False	/m/07wzq9r	/m/07wzq9b
30366069	El Borras	La Pecas	False		
30366069	La Pecas	El Borras	False		
142822	Traherne	Lucilla	False		
19062669	Elsa	Ralf	False	/m/0j3_2km	/m/0j3_2kq
19062669	Ralf	Elsa	False	/m/0j3_2kq	/m/0j3_2km
22734911	Azalea	Kharmusi	False		
22734911	Kharmusi	Azalea	False		
26281666	Ali Hassan	Zoya	False	/m/0h7b4f_	/m/0h6z23q
26281666	Zoya	Ali Hassan	False	/m/0h6z23q	/m/0h7b4f_
1367451	Earl of Greystoke	Lady Alice	False		
1367451	Lady Alice	John	False		
1367451	John	Lady Alice	False		
23404570	Yūki	Tarō	False		
55325	Lori	Douglas Quaid	False	/m/0gy21vs	/m/02nwr9v
55325	Douglas Quaid	Lori	False	/m/02nwr9v	/m/0gy21vs
27808552	Klaus	Griselda	False		
27808552	Rena	Griselda	False		
27808552	Griselda	Klaus	False		
19958360	Ben Carson	Amy Carson	False	/m/0gyk2l1	/m/0gyxqxl
19958360	Amy Carson	Ben Carson	False	/m/0gyxqxl	/m/0gyk2l1
8414489	Evelyn	Carl Nash	False		
8414489	Carl Nash	Evelyn	False		
80530	King Claudius	Gertrude	False	/m/05_v32	/m/06hlgg
25447923	Renuka Narayanan	Ashwin Jayaraman	False	/m/0n4mnk9	/m/0h8mh6g
25447923	Ashwin Jayaraman	Renuka Narayanan	False	/m/0h8mh6g	/m/0n4mnk9
6190944	Helen	Karl von Reiden	False		
6190944	Karl von Reiden	Helen	False		
26049717	Kiran	Savitri	False		
26049717	Savitri	Kiran	False		
508458	Phoolan Devi	Puttilal	False	/m/0hbvp94	/m/0h6y6wm
1042090	Fred	Bernice	False		
21817139	Kennedy	Lisa	False		
26655950	Muskaan	Arif Ali	False		/m/0h71q30
26655950	Arif Ali	Muskaan	False	/m/0h71q30	
1370930	Dickie	Teresa	False		
1370930	George	Teresa	False		
3676065	Elena	Don Pedro	False		
3676065	Don Pedro	Elena	False		
26104950	Raja	Chitti	False		
32895002	Margaret Catchpole	Barry	False		
32895002	Barry	Margaret Catchpole	False		
2201333	Wendy Robinson	Mark	False		
2201333	Mark	Wendy Robinson	False		
5479712	Jane Porter	Balu	False	/m/0cl04l	
492200	Sally Miles	Felix Farmer	False	/m/0h07ttj	
492200	Felix Farmer	Sally Miles	False		/m/0h07ttj
27420904	Lucy	Angela	False		
13362932	Ganga	Tina	False	/m/0h7brs6	/m/0h70n9n
19286437	Ramu	Leela	False		
18426081	Xu Jingyou	Li Xiuzhi	False		
18426081	Li Xiuzhi	Xu Jingyou	False		
10871400	Bhagwan Shri Krishna	Gayetri	False		
19078976	Laura Anderson	Clarke Anderson	False	/m/05pw2k4	/m/05pw2jy
7210351	Miles Coombes	Rowena	False		
2421509	Paul	Sam	False		
2421509	Paul	Lynn	False		
2421509	Claire	Sam	False		
3229741	Jack Stanton	Dan Merrick	False	/m/0h5vjl3	
3229741	Jack Stanton	Judith Merrick	False	/m/0h5vjl3	/m/0h5kh6s
3229741	Jenny Scott	Jeb Scott	False	/m/0h37_n6	/m/0h5vjkn
3229741	Dan Merrick	Judith Merrick	False		/m/0h5kh6s
3229741	Judith Merrick	Dan Merrick	False	/m/0h5kh6s	
3229741	Judith Merrick	Jack Stanton	False	/m/0h5kh6s	/m/0h5vjl3
3229741	Jeb Scott	Jenny Scott	False	/m/0h5vjkn	/m/0h37_n6
23675245	Ganga	Ananthan Thampy	False	/m/0h2h4cj	
23675245	Ananthan Thampy	Ganga	False		/m/0h2h4cj
23675245	Venugopalan Thampi	Nirmala	False		
23675245	Nirmala	Venugopalan Thampi	False		
4527590	Paul Green	Lisa	False		
4527590	Lisa	Paul Green	False		
20620714	ACP Sarathy	Ganga	False	/m/0k2109f	/m/0k27mn6
20620714	Ganga	ACP Sarathy	False	/m/0k27mn6	/m/0k2109f
253834	John Banning	Isobel	False	/m/0h5k9y6	
253834	Mulrooney	Isobel	False		
253834	Joseph Whemple	Isobel	False		
253834	Isobel	Joseph Whemple	False		
54173	Lance	Jody	False	/m/0528994	/m/0bhh1fq
54173	Jody	Lance	False	/m/0bhh1fq	/m/0528994
20669314	Jimmy Nova	Mimi	False		
33281201	Clark Davis	Ellen	False	/m/0h2t7_c	
20131442	Dan	Ellen Pierce	False		
20131442	Ellen Pierce	Dan	False		
31155849	Raghu	Prashanthi	False		
31155849	Prashanthi	Raghu	False		
3645450	morbror Gunnar	moster Ulla	False	/m/0c4lq7r	/m/0c4lyjg
3645450	Ingemar	moster Ulla	False	/m/0c4lq7z	/m/0c4lyjg
3645450	moster Ulla	Ingemar	False	/m/0c4lyjg	/m/0c4lq7z
19362000	Pauline	Bob Murchison	False		
19362000	Bessie	Sam Bisbee	False		
19362000	Sam Bisbee	Bessie	False		
4327278	Rob Sweeney	Katie McGovern	False		/m/0h2kcyc
4327278	Katie McGovern	Rob Sweeney	False	/m/0h2kcyc	
1430395	Alan McKim	Wendy McKim	False	/m/0h60gjx	/m/0h60gk3
1430395	Wendy McKim	Alan McKim	False	/m/0h60gk3	/m/0h60gjx
1589300	Adam Berkow Jr.	Lois Berkow	False	/m/0cj3mm8	/m/0c0mmvt
17139921	Ah Bo	Ah Jun	False		
17139921	Ah Jun	Ah Bo	False		
11472483	Luis	Maria	False		
11472483	Maria	Luis	False		
1125221	Ellen Griswold	Clark Griswold	False	/m/09tw7qb	/m/098231
1125221	Clark Griswold	Ellen Griswold	False	/m/098231	/m/09tw7qb
1125221	Margo Chester	Clark Griswold	False	/m/0h12p_w	/m/098231
1125221	Clark Griswold	Eddie Johnson	False	/m/098231	/m/0h2vwz0
1125221	Frank to the Griswold	Mrs. Helen Shirley	False		/m/0j1xhvt
1125221	Clark Griswold	Margo Chester	False	/m/098231	/m/0h12p_w
1125221	Mrs. Helen Shirley	Frank to the Griswold	False	/m/0j1xhvt	
3470692	Lucius Cornelius Sulla	Julia	False		
3470692	Julia	Lucius Cornelius Sulla	False		
3470692	Lucius Cornelius Sulla	Cornelia	False		
2379908	Denise	Jerry	False		
2379908	Jerry	Denise	False		
5637189	Jacob	Rachel	False		/m/0g_59n4
5637189	Rachel	Jacob	False	/m/0g_59n4	
8620409	Ruth	Carl	False	/m/05sqb0r	/m/0c0816_
5659888	Brooke	Grant Taylor	False		
5659888	Grant Taylor	Brooke	False		
25712352	Vadival Vasu	Gowri	False		
554858	Angela	Allison Anders Ted	False	/m/0gyxw4f	
554858	Juancho	Sarah	False	/m/0h5rjx6	/m/0h5rjxs
554858	Robert Rodriguez	Juancho	False		/m/0h5rjx6
554858	Juancho	Robert Rodriguez	False	/m/0h5rjx6	
554858	Allison Anders Ted	Angela	False		/m/0gyxw4f
554858	Sarah	Juancho	False	/m/0h5rjxs	/m/0h5rjx6
554858	Siegfried	Angela	False		/m/0gyxw4f
1901270	Pierce	Helen	False		
1901270	Helen	Pierce	False		
35610105	King George VI	Consort Elizabeth	False	/m/0h4t7bb	
32849380	Proffesor Babish	Anne	False		
8476634	Duke Ellington	Fredi Washington	False		
10304498	Michelle Williams	Lenny	False		
10304498	Lenny	Michelle Williams	False		
30921645	Teresa Walden	Sheriff Douglass	False		
30921645	Teresa Walden	Gary Wickle	False		
30921645	Gary Wickle	Teresa Walden	False		
1609553	Pia	Eyal	False		
1609553	Eyal	Pia	False		
5257449	Bill Compton	Joan	False		
5257449	Joan	Bill Compton	False		
31404359	Kerry White	Jonathan 'Milk' White	False	/m/0hhx9kx	/m/0hhx9c3
31404359	Kerry White	Jonathan 'Milk' White	False	/m/0hhx9kx	/m/0hhx9c3
31404359	Jonathan 'Milk' White	Kerry White	False	/m/0hhx9c3	/m/0hhx9kx
31404359	Jonathan 'Milk' White	Kerry White	False	/m/0hhx9c3	/m/0hhx9kx
42507	Richard Strout	Matt Fowler	False	/m/0cv7tzn	/m/02nwgkr
12823099	Grace Farrell	Eleanor	False	/m/0h5wbkk	
12823099	Eleanor	Grace Farrell	False		/m/0h5wbkk
13346488	Peggy Cornell	Buddy Clayton	False	/m/0h1psx9	
29034540	Sir Laurence Olivier	Vivien Leigh	False	/m/0gxnphh	/m/0gxnphd
29034540	Marilyn Monroe	Arthur Miller	False	/m/040c1zc	/m/0gxnphs
1592906	Mickey Finn	Lola Marcel	False		
1592906	James Finlayson	Lola Marcel	False		
7156183	Luana	Tommy Layton	False		
7156183	Tommy Layton	Luana	False		
14899853	Pervus De Jong	Selina Peake De Jong	False		/m/0h57bfd
14899853	Selina Peake De Jong	Pervus De Jong	False	/m/0h57bfd	
32496356	Raja	Pooja	False		/m/0h803p2
32496356	Pooja	Raja	False	/m/0h803p2	
32496356	Pooja	Sher Singh	False	/m/0h803p2	/m/0h7bbxd
32496356	Sher Singh	Pooja	False	/m/0h7bbxd	/m/0h803p2
32496356	Sher Singh	Buddhi Ram Aval Chand Dimagwala	False	/m/0h7bbxd	
9600368	Thea	Anton	False		
9600368	Anton	Thea	False		
14471796	Frank Ginetta	Ida	False	/m/0h2wqqs	
11271307	Richard Sharpe	Jane	False		
149433	Mickey Goldmill	Adrian	False	/m/027498z	/m/02nwlkc
149433	Adrian	Mickey Goldmill	False	/m/02nwlkc	/m/027498z
31122154	Alice Preston	Arthur	False		
31122154	Charles Williams	Arthur	False		
818002	Nick Parsons	Elizabeth	False	/m/0g_940s	
818002	Elizabeth	Nick Parsons	False		/m/0g_940s
26761606	Marija	Milos	False	/m/0h5n8bh	
26761606	Milos	Marija	False		/m/0h5n8bh
12479905	Harry Telford	Vi	False		
12479905	Vi	Harry Telford	False		
682280	Priscilla Parker	Richard Parker	False	/m/0h337fq	
682280	Richard Parker	Priscilla Parker	False		/m/0h337fq
35281429	Chellakili	Siva	False		
25446751	Mohan Babu	Lalithamba	False		/m/0h7bg6x
25446751	Gopi	Lalithamba	False		/m/0h7bg6x
25446751	Ganga Devi	Mohan Babu	False		
25446751	Lalithamba	Mohan Babu	False	/m/0h7bg6x	
25446751	Lalithamba	Gopi	False	/m/0h7bg6x	
25446751	Gopi	Mohan Babu	False		
25446751	Mohan Babu	Gopi	False		
25446751	Gopi	Ganga Devi	False		
25446751	Mohan Babu	Ganga Devi	False		
25446751	Ganga Devi	Gopi	False		
29830825	Gauri	Mrs. Shanti Saxena	False	/m/0h77lj9	/m/0h7685l
29830825	Mrs. Shanti Saxena	Vijay Saxena	False	/m/0h7685l	
29830825	Vijay Saxena	Mrs. Shanti Saxena	False		/m/0h7685l
28149641	Věra Lavičková	Oldřich	False		
891829	Lee Simon	Robin Simon	False	/m/0bvlz5_	/m/0bvlz6h
3289723	Toby	Bree	False	/m/0gwqb3m	/m/02nwrb8
3289723	Bree	Toby	False	/m/02nwrb8	/m/0gwqb3m
9790960	Victor Frankenstein	Elizabeth	False		
9790960	Elizabeth	Victor Frankenstein	False		
20080263	Mary Mitchell	John Mitchell	False	/m/0n4y_xf	/m/0n4yz31
20080263	John Mitchell	Mary Mitchell	False	/m/0n4yz31	/m/0n4y_xf
22628915	Chellappa	Nirmala	False		
22628915	Ashok	Vasu	False	/m/0h7b4s4	
22628915	Kanchana	Meena	False	/m/02nwgxx	
22628915	Ashok	Nirmala	False	/m/0h7b4s4	
22628915	Chellappa	Meena	False		
22628915	Ashok	Meena	False	/m/0h7b4s4	
22628915	Kanchana	Ashok	False	/m/02nwgxx	/m/0h7b4s4
22628915	Nirmala	Meena	False		
22628915	Nirmala	Vishwanathan	False		/m/02nwgy3
22628915	Chellappa	Vishwanathan	False		/m/02nwgy3
22628915	Vishwanathan	Nirmala	False	/m/02nwgy3	
22628915	Meena	Ashok	False		/m/0h7b4s4
22628915	Chellappa	Ashok	False		/m/0h7b4s4
22628915	Nirmala	Ashok	False		/m/0h7b4s4
22628915	Vishwanathan	Meena	False	/m/02nwgy3	
22628915	Vasu	Meena	False		
22628915	Vasu	Ashok	False		/m/0h7b4s4
22628915	Chellappa	Kanchana	False		/m/02nwgxx
22628915	Chellappa	Vasu	False		
22628915	Ashok	Kanchana	False	/m/0h7b4s4	/m/02nwgxx
22628915	Vasu	Chellappa	False		
22628915	Ashok	Chellappa	False	/m/0h7b4s4	
22628915	Meena	Vasu	False		
22628915	Vishwanathan	Ashok	False	/m/02nwgy3	/m/0h7b4s4
19878462	Sophie	Paul	False		
15518145	Lila	Tony Norgard	False		
15518145	Tony Norgard	Lila	False		
16586995	Victoria	Nathan Eastman	False		
16586995	Nathan Eastman	Victoria	False		
30418882	Raja	Sumathi	False		
30418882	Sumathi	Raja	False		
3598844	Henry Spengler	Martha	False		
3598844	Martha	Henry Spengler	False		
22343600	Matthew O'Riordan	Jane	False		
22343600	Shane	Cathy McAllister	False		
1840775	Mark Richards	Astrid Magnussen	False	/m/0gy9m4l	/m/0h2n05c
1840775	Astrid Magnussen	Mark Richards	False	/m/0h2n05c	/m/0gy9m4l
2537424	Dino Capisco	Bunny	False		
5094861	Fiete Jansen	Änne	False		
4506211	Cora D	Axel	False	/m/0h5w22t	/m/0h2mkwz
4506211	Axel	Cora D	False	/m/0h2mkwz	/m/0h5w22t
3791628	Cayetano	Dolores del Paso	False		
3791628	Dolores del Paso	Cayetano	False		
8982671	Melanie Flood	Steve Flood	False	/m/0h2rvhz	
8982671	Steve Flood	Melanie Flood	False		/m/0h2rvhz
29309335	Shobha Mathur	Rajan	False		
29309335	Rajan	Shobha Mathur	False		
13383298	William Nessen	Marhaban	False		
13383298	Marhaban	William Nessen	False		
7483011	Debbie	Tony Karcher	False		
7483011	Tony Karcher	Debbie	False		
8633676	Graeme Obree	Anne	False	/m/05nb0wj	
8633676	Anne	Graeme Obree	False		/m/05nb0wj
2309020	Frank Enley	Edith Enley	False		/m/0h4zz4q
2309020	Edith Enley	Frank Enley	False	/m/0h4zz4q	
3804955	Humbolt	Arline Davis	False		
3804955	Arline Davis	Humbolt	False		
13348116	Eric	David	False		
2486990	Cindy Campbell	George Logan	False	/m/0g3h_5	/m/0b67k6j
2486990	George Logan	Cindy Campbell	False	/m/0b67k6j	/m/0g3h_5
9034057	Hank Rearden	Lillian Rearden	False		/m/047k4ll
9034057	James Taggart	Lillian Rearden	False	/m/02wk71h	/m/047k4ll
9034057	Lillian Rearden	James Taggart	False	/m/047k4ll	/m/02wk71h
35736458	Marcos	Diana	False		
31086423	Linda	Abe	False	/m/0h267kz	/m/0h267kq
183851	Evelyn Boult	Arnold Boult	False	/m/0h5n35q	/m/0h2_7s9
183851	Arnold Boult	Evelyn Boult	False	/m/0h2_7s9	/m/0h5n35q
183851	Betty Foxley	Edward	False		
183851	Edward	Betty Foxley	False		
13495676	Jack Grefe	Harriet	False		
13495676	Richard Sanders	Harriet	False		
13495676	Harriet	Jack Grefe	False		
1975043	Aminah	Aly Mansuh	False		/m/0h1q4ql
1975043	Aly Mansuh	Aminah	False	/m/0h1q4ql	
23801123	Eduardo	Ofelia	False		
23801123	Ofelia	Eduardo	False		
4108752	Steve Peterson	Nina Peterson	False		/m/05nmq2r
28442087	Anton	Christine Minetti	False		
28442087	Christine Minetti	Anton	False		
7816124	Dorothy Bradford	William Bradford	False	/m/0h5hdtb	
7816124	William Bradford	Dorothy Bradford	False		/m/0h5hdtb
25575984	Gretchen	Brent	False		/m/0cj0w24
25575984	Brent	Gretchen	False	/m/0cj0w24	
33442164	Peter Graham	Olive Martin	False		
11141678	Devi	Upendra	False		
11141678	Upendra	Devi	False		
1649228	Sarah	Larita	False		
1649228	Larita	Sarah	False		
3752065	Jiménez Melquiades	Pete Perkins	False		/m/0gm0gbh
3752065	Jiménez Melquiades	Melquiades Estrada	False		/m/0gm0gc_
6627556	Komal Sinha	Jab Pyaar Kisise Hota Hai	False	/m/0h2t0jj	
6627556	Jab Pyaar Kisise Hota Hai	Komal Sinha	False		/m/0h2t0jj
20586022	Nellie	Clark Cosgrove	False		/m/0h5m6yg
20586022	Clark Cosgrove	Nellie	False	/m/0h5m6yg	
1065214	Constanze Mozart	Antonio Salieri	False	/m/0h5p3_m	/m/02nw80n
1065214	Antonio Salieri	Constanze Mozart	False	/m/02nw80n	/m/0h5p3_m
1065214	Karl	Antonio Salieri	False		/m/02nw80n
18973554	Reggie Warren	Susan	False		
18973554	William Seaton	Rosemary	False		
18973554	Susan	Reggie Warren	False		
18973554	Emily	Christopher Lowe	False		
92684	Frederick	Laura Manion	False		
92684	Laura Manion	Frederick	False		
92684	Laura Manion	Barney Quill	False		
11077335	Pasha Antipov	Lara	False		
11077335	Lara	Pasha Antipov	False		
13913878	Kumaran	Menaka	False		
13913878	Menaka	Kumaran	False		
14736920	Badlands Blackie	Nell	False		
14736920	Nell	Badlands Blackie	False		
10553349	Marilyn Monroe	Charlie Chaplin	False	/m/040c1zc	
10553349	Charlie Chaplin	Marilyn Monroe	False		/m/040c1zc
2405253	Shannon	Steve Dunham	False		
2405253	Matt Buckner	Steve Dunham	False		
2405253	Steve Dunham	Matt Buckner	False		
722340	Forsythe	Krystle	False		
722340	Blake Carrington	Krystle	False		
67427	Ellen	Andrew Dunleavy	False		
67427	Andrew Dunleavy	Ellen	False		
8356351	Jill Ireland	Joseph Valachi	False		
8356351	Bronson	Jill Ireland	False		
8356351	Joseph Valachi	Bronson	False		
8356351	Joseph Valachi	Jill Ireland	False		
8356351	Jill Ireland	Bronson	False		
19094868	Colin Barrow	Jen	False	/m/0h3b7kk	
19094868	Jen	Colin Barrow	False		/m/0h3b7kk
6858770	Dileep	Sarada	False		
6858770	Sarada	Dileep	False		
14324889	Maurice	Lili Ravenel	False		/m/0h0xb_f
14324889	Lili Ravenel	Maurice	False	/m/0h0xb_f	
7146019	Brian Carey	Susan Carey	False		
7833777	Camille Bliss	Clovis	False		
7833777	Arthur	Clovis	False		
7833777	Clovis	Camille Bliss	False		
35260006	Meera	Alexy	False		
35260006	Raghunandan	Alexy	False		
4037159	Jeff	Kelly	False		
4037159	Jeff	Bruce Campbell	False		/m/0h0z04j
18650233	Caleb Hogan	Don	False		
307690	Joan Frost	William Lee	False		
307690	William Lee	Joan Frost	False		
29607299	Sowmya	Murali Manohar	False		
17177246	Elena Morales	Mark Walsh	False	/m/05kc0jt	/m/0gxrhq4
17177246	Mark Walsh	Elena Morales	False	/m/0gxrhq4	/m/05kc0jt
24165863	Vic Brennan	Marie	False		
5020056	Cherie	Tony Blair	False		/m/02nw8yn
5020056	Tony Blair	Cherie	False	/m/02nw8yn	
6305925	Audrey 'Audie' Farmer	Charles Farmer	False	/m/0bjbhdx	/m/0bjbhk9
6305925	Charles Farmer	Audrey 'Audie' Farmer	False	/m/0bjbhk9	/m/0bjbhdx
2400883	Ko Chun	Yiu Yiu	False	/m/0h2_lrb	
20760084	Elsa Schulz	Martin Schulz	False	/m/0hngtv0	/m/0hngtrv
20760084	Martin Schulz	Elsa Schulz	False	/m/0hngtrv	/m/0hngtv0
180974	Paul Ward	Marcia	False		
10320498	Orked	Ariff	False		
10320498	Ariff	Orked	False		
19226290	Traitle Groshkover	Sy Ableman	False		/m/07w0804
19226290	Sy Ableman	Traitle Groshkover	False	/m/07w0804	
2237290	Diana 'Di' Medford	Ann	False	/m/0gy2qt1	
2237290	Ann	Diana 'Di' Medford	False		/m/0gy2qt1
8425494	Srividhya	Rakesh	False		/m/0h7wx8n
29828688	Tammy	Harold	False	/m/0ghs8dz	/m/0ghs8fx
29828688	Harold	Tammy	False	/m/0ghs8fx	/m/0ghs8dz
29828688	Kimberly	Calvin	False	/m/0ghs8ff	/m/0ghs8ft
29828688	Calvin	Kimberly	False	/m/0ghs8ft	/m/0ghs8ff
20928397	Señorella	Prince Don Jose Miguel	False		
10523484	Durga	Kunal Singh	False		/m/0gz71zf
10523484	Kunal Singh	Durga	False	/m/0gz71zf	
29636093	Vicky	Maggie	False	/m/0h1y7h2	
29636093	Maggie	Vicky	False		/m/0h1y7h2
5106720	Paul Mckeever	Caroline Sullivan	False		
5106720	Caroline Sullivan	Paul Mckeever	False		
5179684	Seema	Hari	False		
5179684	Hari	Seema	False		
1844854	Jake Terrell	Maggie	False		
61530	John R Frost	John R. Frost	False		
61530	John R. Frost	John R Frost	False		
6492828	Maria	Antonio	False		
6492828	Antonio	Maria	False		
3670013	Paul Bern	Harlow	False		
3670013	Harlow	Paul Bern	False		
915487	Betty Lou Perkins	Alex	False	/m/0gwf577	
6699053	Frank Merrill	Edith Merrill	False		/m/0j8y5bh
6699053	Edith Merrill	Jim Roberts	False	/m/0j8y5bh	/m/0j8y59_
6699053	Jim Roberts	Edith Merrill	False	/m/0j8y59_	/m/0j8y5bh
10621215	Arun	Radhika	False		
10621215	Radhika	Arun	False		
18586624	Ned Thomas	Melinda Marquand	False		
18586624	Ned Thomas	Lonnie Wilson	False		
18586624	Lonnie Wilson	Melinda Marquand	False		
18586624	Lonnie Wilson	Ned Thomas	False		
18586624	Lonnie Wilson	Ben Marquand	False		
13308646	Rosaura Revueltas	Esperanza Quintero	False		
13308646	Ramon Quintero	Esperanza Quintero	False		
26308243	Major Pattabhiraman	Nandu	False	/m/0h27w_d	
26308243	Nandu	Major Pattabhiraman	False		/m/0h27w_d
10487	Professor Raymond Knowby	Henrietta Knowby	False	/m/0h608d4	/m/0h608br
10487	Possessed Henrietta	Professor Raymond Knowby	False	/m/0h608c0	/m/0h608d4
20119087	Edward Dennison	Martha Dennison	False	/m/0h35x38	/m/0h5k6zy
20119087	Martha Dennison	Edward Dennison	False	/m/0h5k6zy	/m/0h35x38
1365735	William Russell	Alice	False		
1365735	Alice	William Russell	False		
31743693	Bilkis Banu	Hasan Ahmed	False	/m/0h25fws	
31743693	Hasan Ahmed	Bilkis Banu	False		/m/0h25fws
20066135	Julia Thomas	Pete Thomas	False	/m/0n5bd3d	/m/0n5bd5w
20066135	Julia Thomas	Jacob 'Dutch' Walz	False	/m/0n5bd3d	/m/0n5bd3s
20066135	Pete Thomas	Julia Thomas	False	/m/0n5bd5w	/m/0n5bd3d
8711984	Mike	Mary Ann Robinson	False		
8711984	Mary Ann Robinson	Mike	False		
73875	Frank Pentangeli	Carmela	False	/m/0cs77h	
73875	Carmela	Frank Pentangeli	False		/m/0cs77h
73875	Vito Corleone	Carmela	False	/m/05hp_9	
12113134	Nirmala	Kishore	False	/m/0h9wv7w	/m/0h26f32
12113134	Kishore	Nirmala	False	/m/0h26f32	/m/0h9wv7w
1273619	Col. Eisenstein	Rosalinda	False	/m/0cbs0rm	/m/0cbs0qz
16762061	Kazman	Sufiah	False		
16762061	Sufiah	Kazman	False		
8997652	Mieko	Paul Racine	False		/m/0h30mhq
8997652	Paul Racine	Mieko	False	/m/0h30mhq	
2378208	Michael Calvess	Kathryn	False		
2378208	Kathryn	Michael Calvess	False		
2378208	Nick Tellis	Michael Calvess	False	/m/0h2hb10	
2102508	Jay	Madge	False	/m/0h2vy0t	
2102508	Madge	Jay	False		/m/0h2vy0t
31163724	Adrian Carmichael	Alice	False		
31163724	Alice	Adrian Carmichael	False		
35884550	Marvin	Bernadine	False		
35884550	Bernadine	Marvin	False		
35884550	Gloria	Marvin	False		
2600144	Rita	Joe Bauers	False	/m/02nwgfl	/m/02nwgfc
28756896	Nandan	Thara	False		/m/0h8hghp
28756896	Thara	Nandan	False	/m/0h8hghp	
4083603	Ray Talloway	Alex	False		
4083603	Cheryl	Alex	False		
4083603	Alex	Ray Talloway	False		
2317340	Jason Voorhees	Edna	False		
23775497	Mary Bennett	Greg	False	/m/0h263pc	
23775497	Greg	Mary Bennett	False		/m/0h263pc
1620539	James Russell	Grace Cipriani	False	/m/04fz136	/m/0g9cp3t
