	movie_id	character	agent_verbs	patient_verbs	attributes	title	religion	age	death	children
0	12973724	Sunita	['escape', 'uncovers', 'wishes']	['marry', 'reunited', 'marry']	['beautiful', 'daughter']					
1	12973724	Ranjit	['loses']	['married', 'reunited', 'marry']	['kings']					
2	12973724	Sohan			['deeds', 'nefarious', 'kings']					
3	3138227	Tom			['thief', 'Joy']					
4	3138227	Johnny			['son']					
5	13632712	Emily	['decide']	['help']	['first', 'her']	princess				
6	13632712	Emily	['decide']	['help']	['first', 'her']	magician				
7	13632712	Emily	['decide']	['help']	['first', 'her']	Administrator				
8	13632712	Hunter	['aiming', 'kill', 'concludes']							
9	7445296	Paul Menford	['spies', 'admits', 'goes', 'falls', 'introduces']							
10	7445296	Dorothy	['makes']	['meet', 'introduces', 'find']	['daughter']					his
11	13914496	Achootty	['wants', 'says', 'goes', 'rescues', 'killed', 'want', 'sea', 'son', 'talk', 'brings']		['daughter', 'fisherman', 'story', 'admiration', 'uneducated', 'daughter', 'innocence']	doctor				
12	13914496	Achootty	['wants', 'says', 'goes', 'rescues', 'killed', 'want', 'sea', 'son', 'talk', 'brings']		['daughter', 'fisherman', 'story', 'admiration', 'uneducated', 'daughter', 'innocence']	fisherman				
13	13914496	Radha			['daughter']					his
14	2559713	Sadie Thompson	['passes', 'goes', 'switches']	['confronts', 'asks', 'marry']	['prostitute']	prostitute				
15	2559713	Tim O'Hara	['start', 'asks', 'falls']			Sergeant				
16	2559713	Davidsons	['stand', 'resolving']	['save']						
17	2559713	Alfred Davidson	['succumbs', 'has', 'confronts']	['begs', 'allow']	['missionary', 'repressed', 'wife']	missionary				
18	2559713	Alfred Davidson	['succumbs', 'has', 'confronts']	['begs', 'allow']	['missionary', 'repressed', 'wife']	prostitute				
19	195388	Julio	['admits', 'tells', 'have', 'sees']	['informs', 'died']	['girlfriend']					
20	195388	Luisa	['speaking', 'rises', 'threatens', 'makes', 'stayed', 'died', 'tries']	['leave', 'meet']	['wife']				cancer	
21	195388	Tenoch	['reveals', 'goes', 'finds', 'have', 'informs']	['tells']	['mother']					
22	195388	Jano	['confesses']	['telephones']	['wife']					
23	231486	Jake Perry	['wishes', 'gone', 'tells', 'returned', 'says', 'becomes', 'shows', 'pushes', 'become', 'person', 'sign', 'made', 'meets', 'takes']	['finds', 'loves', 'try']	['mother', 'following', 'irresponsibility', 'baby', 'ex-wife']					
24	231486	Melanie Smooter	['explains', 'goes', 'wakes', 'father', 'got', 'tells', 'finds', 'forgot', 'punches', 'says', 'embarrasses', 'visit', 'learns', 'realizes', 'demands', 'grew', 'leaving', 'changed', 'retaliates', 'gets', 'tries', 'returns', 'visits', 'surprised']	['tells', 'tell', 'see', 'sign', 'apologize', 'rebuffs', 'attacking', 'wanted', 'sneak', 'sees']	['other', 'son', 'friends', 'cousin', 'mother']	fashion designer				
25	231486	Andrew	['find', 'leaves', 'wishes', 'arrives', 'rebuffs', 'sees', 'tells', 'accepts']	['attacking', 'tells', 'told']	['son', 'mother']					
26	231486	Carmichael	['hide']							
27	231486	Wade	['takes']		['sheriff']	sheriff				
28	4736948	Pyare	['go', 'hear', 'protect', 'becomes', 'uses', 'blind']	['return', 'run', 'save']	['faint']					
29	4736948	Mohan	['go', 'hear', 'protect', 'deaf']	['run', 'awaken', 'return']						
30	4736948	Tony	['becomes', 'hopes', 'finds', 'scared', 'grabs', 'starts', 'feels']	['kill', 'called', 'find', 'don', 'arrested']	['men']					
31	4736948	Tiny			['brother']					
32	1062036	Cryer			['stars']					
33	19410544	Bing	['tells', 'makes']		['madness']					
34	19410544	Baroness Sandra	['get']							
35	19410544	Aldo Bondi				pallbearer				
36	1179416	Lancelot	['navigates', 'face', 'feels', 'poses', 'arrives', 'seizes', 'tries', 'unsuccessful', 'kills']	['wandering', 'asks', 'orphaned', 'take', 'love', 'win', 'rendered']	['courage']	messenger				
37	1179416	Arthur	['wishes', 'dedicated', 'shows', 'commands', 'dies']	['kill', 'marry', 'love']	['her', 'victorious', 'body', 'sword']	King				
38	1179416	Guinevere	['claims']	['imprisoned', 'kidnapped', 'love']						
39	1179416	Malagant	['face', 'interrupted', 'desires']	['kills']	['Knight', 'men', 'ready', 'followers']					
40	1179416	Camelot		['burn']	['people', 'square', 'soldiers']					
41	33097020	Pran		['featuring']						
42	5894429	Chuck	['make', 'boarded']	['loved']						
43	5894429	Ethel Ann	['travels', 'reveals']	['freed', 'Joining', 'tells']						her
44	5894429	Jack	['admits', 'boarded']		['friend', 'friends']					
45	5894429	Jimmy	['flees']		['Belfast']					
46	5894429	Quinlan	['tells']							
47	5894429	Marie	['shocked', 'know']		['daughter']					
48	5894429	Teddy Gordon	['died']		['words', 'souvenirs', 'memory']	farmer				
49	2768210	Talbot	['comes']							
50	2768210	Jumper			['father']					her
51	2768210	Dolan			['husband']					
52	327582	Anderson	['rents', 'makes', 'fulfill', 'hitman']		['paranoid']	hitman				
53	327582	Miguel	['breathe']	['interrogated']						
54	327582	Frank Cassavetes				actress				
55	327582	Frank Cassavetes				director				
56	327582	John Cassavetes				director				
57	327582	Gena Rowlands				actress				
58	327582	Gena Rowlands				director				
59	13702809	Sarah	['begs', 'has', 'shocked', 'finds', 'tells', 'need', 'ended', 'making', 'express', 'runs', 'agrees', 'asks']	['see', 'believes', 'asks', 'follows', 'leave', 'go', 'accuses', 'asking']	['diary', 'lover', 'house', 'his', 'former', 'husband']					
60	13702809	Maurice Bendrix	['it', 'awakes', 'narrates', 'accuses', 'hires', 'has', 'stays', 'completes', 'comes', 'express', 'prays', 'follows', 'learns', 'falls']	['hurt', 'tells', 'meet', 'asks', 'leave', 'seeing']	['building', 'flashbacks', 'life', 'obsession']	Novelist				
61	13702809	Parkis	['passes', 'uses', 'obtains', 'tells']		['amiable']					
62	13702809	Henry Miles	['tells', 'tracks']		['jealousy']					
63	1122412	Becker	['tries', 'discovers', 'agent', 'visits']	['figure']	['attempt', 'executive']	executive				
64	24065137	Wilbur			['Bugs']					
65	568780	Gertrude	['took']		['wife']					
66	568780	Ollie	['work', 'able', 'speaks', 'trashes']	['win', 'make', 'makes']	['life']	civil servant				
67	568780	Gertie	['patch', 'coaxes', 'interrupted']	['ends']	['daughter', 'performance', 'show']					
68	568780	Will Smith	['has']		['man']					
69	568780	Arthur	['sets']		['protégé']					
70	568780	Maya		['meet', 'ends']	['one']					
71	568780	Bart		['ends']	['father']					
72	12210337	Adam	['starts', 'breaks', 'grows']		['backpacker']					
73	12210337	Ko Samui			['side']					
74	36354625	Sanju	['decides', 'refuses', 'playing']	['given', 'team', 'recognize']	['wants']					
75	28372726	Harry Hunter	['decides', 'mess']	['give']	['mistress', 'employee']					
76	28372726	David Sloane	['has', 'decides', 'meets', 'courts']	['do']		attorney				
77	28372726	Carol Corman	['come']	['realize']	['neighbor']					
78	28372726	Muriel Laszlo	['come']	['realize']						
79	1964205	Michael Reynolds	['succumbs', 'have', 'become', 'die']	['dies']						
80	1964205	Paddy Button	['dies']			sailor				
81	2038132	Rajesh	['manages', 'discover']		['brother', 'wedding', 'hands']					
82	2038132	Kailashnath	['friends', 'feel']		['family', 'house']					
83	2038132	Siddharth Chaudhary	['have', 'unable', 'come']	['celebrate', 'come']		Professor				
84	2038132	Prem	['takes', 'agree', 'start', 'fall', 'gets', 'lost', 'marry', 'love']	['sacrifice']	['man']					
85	2038132	Nisha	['promise', 'marry', 'married', 'love', 'agree', 'takes', 'mother', 'start', 'sends', 'fall', 'overhears']	['send', 'sacrifice']	['woman', 'daughters']					
86	2038132	Pooja	['gets', 'discover', 'goes', 'gives', 'given', 'finds']	['answer']	['delivery', 'daughters']					
87	17643352	Rahul	['watch', 'unable', 'starts', 'run']	['take', 'she', 'devastated']	['director']	movie director				
88	17643352	Pooja	['run', 'alive']	['killed']	['inmate', 'death', 'dad', 'paranoia']	police officer				
89	17643352	Seema			['actresses']					
90	17643352	Rohit			['brother']					
91	6107147	Ellen	['ignored', 'feel']		['wife', 'professor']	professor				
92	6107147	Brenda			['College']					
93	5600651	Angelo	['asks', 'threatens', 'has']	['given']	['possessive', 'investor']	businessman				
94	5600651	Elena	['entered']	['audition']	['woman']					
95	5600651	Mario Suárez		['audition', 'asks']	['feelings', 'sequences']	theatre director				
96	5600651	Laura			['girlfriend']					
97	2648856	Jane Eyre	['goes', 'rejects', 'see', 'assumes', 'broaches', 'pondering', 'departs', 'tend', 'glad', 'turns']	['saddened', 'informs', 'awakened', 'sent']	['conviction']					
98	2648856	Fairfax	['informs', 'confides']	['mistakes']						
99	2648856	Brocklehurst	['labels', 'has']		['offer', 'harsh']	Reverend				
100	2648856	Edward Rochester	['married', 'assures', 'bids', 'takes', 'informs', 'shows', 'tried', 'has']	['marry', 'expects', 'disturbed', 'rescue']	['curtains']					
101	2648856	Reed	['dies', 'arranges', 'told']		['aunt', 'Hall']					
102	2648856	Mason	['confirmed']	['tend', 'take', 'named']	['brother']					
103	2648856	Grace Poole		['assumes']	['mysterious']	seamstress				
104	2648856	Thornfield		['leaves', 'finds', 'departs']	['mansion']					
105	2648856	Blanche Ingram		['attracted', 'marry']						
106	2648856	Helen Burns			['hair']	housekeeper				
107	2648856	Helen Burns			['hair']	student				
108	2648856	John Sutton				physician				
109	23675899	Tom	['help']		['again', 'her']					
110	23675899	Isobel	['has', 'agrees']		['relationship']					
111	23675899	Marion	['convinces']							
112	23675899	Patrick	['own']	['convinces']	['success']					
113	23675899	Katherine		['handle']	['hold', 'stepmother']					
114	7301880	Arthur Russell	['ignores', 'waiting']	['invites', 'expels', 'told', 'meets', 'charmed']	['wealthy']					
115	7301880	Henrietta Lamb	['indicates', 'appears', 'ostracizes', 'reconcile']		['wealthy', 'factory']	clerk				
116	7301880	Alice Adams	['reconcile', 'daughter', 'wanders', 'embarrasses', 'decides', 'invites', 'attends', 'hired', 'confesses', 'engages', 'expels', 'climber', 'stole', 'meets', 'subject', 'pretend']	['ruin', 'accuses', 'take', 'kept', 'ostracizes', 'embarrasses']	['father', 'nags', 'brother']	climber				
117	7301880	Alice Adams	['reconcile', 'daughter', 'wanders', 'embarrasses', 'decides', 'invites', 'attends', 'hired', 'confesses', 'engages', 'expels', 'climber', 'stole', 'meets', 'subject', 'pretend']	['ruin', 'accuses', 'take', 'kept', 'ostracizes', 'embarrasses']	['father', 'nags', 'brother']	clerk				
118	7301880	Walter	['reveals', 'shows', 'escorted']	['save', 'prosecute']	['brother']					
119	7301880	Malena			['occasion']					
120	2751452	Gideon Oliver Dobbs	['younger']							
121	11226458	Joel	['losing', 'wary', 'catches', 'asks']		['brother']	mechanic				
122	11226458	Lauryn Kirk	['finds', 'progresses', 'looks', 'does', 'agrees', 'continues', 'enters', 'realizes', 'watches', 'returns', 'goes']	['catches', 'asks', 'apologize', 'considering', 'dance', 'hires', 'give', 'invites', 'brings']	['decision', 'peek']	dancer				
123	11226458	Russ	['asks', 'watches', 'starts']	['embraces']	['owner', 'relationship']	owner				
124	11226458	Carmen	['performs']		['chagrin']					
125	11226458	Brenda	['hires', 'finds']			owner				
126	11226458	Brenda	['hires', 'finds']			bookkeeper				
127	11226458	Dana	['brings', 'offers']		['misfortunes']					
128	11226458	Ruby			['star', 'called']					
129	29434198	Mary		['meets']	['bartender']	bartender				
130	29434198	Jacob			['man', 'story', 'actions']					
131	5879984	Swetha	['ignores']	['meet']	['father']					
132	5879984	Arasu			['plots', 'thug']					
133	5879984	Nagalakshmi			['wife']					
134	26614307	Josekutty	['falls', 'make', 'driver', 'agrees', 'raises', 'decide']	['take', 'see', 'marry', 'asked']						
135	26614307	Monachan	['love', 'killed']							
136	26614307	Jansi	['make']	['see']	['sister']					
137	26614307	Nancy	['mother']	['murdered', 'found']	['cousin', 'son']					
138	28492310	Zac	['director']			director				
139	28492310	Lewis Riley			['story', 'relationship']					
140	28492310	Roy			['enthusiasm', 'patients']					
141	28492310	Cosi Fan Tutte			['theme', 'production']					
142	28492310	Lucy			['his', 'faithfulness']					
143	28492310	Nick			['called']					
144	574342	Shyamlal	['explains', 'deals', 'drunkard', 'taken', 'have', 'burned', 'meets', 'forced', 'recognizes']	['kills']	['traps', 'father']					
145	574342	Munna	['destroy', 'surrenders', 'kills', 'completes', 'tells', 'get', 'none']	['tracks', 'attack']	['file', 'infamous']					
146	574342	Baban	['deflects']	['killed']						
147	574342	Mahesh Deshmukh	['starts', 'rescues', 'averts', 'kills', 'sending']	['continues', 'recognizes', 'arrested', 'sentenced']	['house', 'identity', 'eyes', 'parents']					
148	574342	Gagan Singh	['shocked', 'got', 'tracks', 'allows', 'asks', 'gets']	['know', 'find']	['eyes']	Inspector				
149	574342	Guldasta	['saved', 'kills']		['vendor']	vendor				
150	574342	Lotiya Pathan	['goes', 'kidnaps', 'know']	['kills', 'attack', 'enraged']	['brother', 'empire']	gangster				
151	574342	Mohini	['continues', 'give', 'reaches', 'rescued']	['kidnaps', 'forced', 'saved', 'named', 'follow']	['father', 'saving', 'love']					
152	574342	Jyoti		['rape']	['sister']					
153	713375	Celeste	['likes', 'alien', 'encounters', 'falls']	['aid']	['world', 'inexperience', 'habits']					
154	713375	Steven Mills			['daughter']	scientist		13 year old		
155	31769079	Robert Malone	['decides']	['spend']						
156	31769079	Mike			['boss']	boss				
157	31769079	Mary			['mother']					
158	31769079	Alex			['neighbor']					
159	23632278	Stephen Turnbull	['reconstructs', 'gives', 'had', 'tells', 'wants', 'starts', 'blaming', 'start', 'attempting', 'vegetarian', 'turns']	['break', 'advises', 'declare', 'help', 'begs', 'convinces', 'talk']	['present']					
160	23632278	Bunny	['sitting', 'start', 'disappeared', 'says', 'asks', 'advises', 'movie', 'begs', 'convinces', 'crooked', 'finds']	['seeing', 'goring']	['ways', 'friend', 'spirits']					
161	23632278	Melanie			['love']					
162	23632278	Eloisa			['waitress']	waitress				
163	2806649	Rafi	['brings', 'ends', 'start', 'discovers', 'woman', 'it', 'realizes', 'had']	['spots', 'tells']	['patient', 'friend', 'relationship']					
164	2806649	David	['goes', 'leaving', 'slept', 'enjoying', 'start']	['apologize', 'seek']	['love', 'girlfriend', 'career', 'painter', 'possibility', 'mother', 'place', 'family']	painter				
165	2806649	David	['goes', 'leaving', 'slept', 'enjoying', 'start']	['apologize', 'seek']	['love', 'girlfriend', 'career', 'painter', 'possibility', 'mother', 'place', 'family']	artist				
166	2806649	Lisa	['continue', 'reacts', 'discovers', 'consults', 'able', 'realizes', 'finds']		['help', 'therapist', 'supportive']	therapist				
167	4345210	Helmut	['lying', 'falls', 'finds', 'searches', 'travels', 'hurries', 'settles', 'begins']					18 - year old		
168	4345210	Britta	['live', 'finds', 'had']	['finds', 'meet', 'saw', 'know']						
169	4345210	Mücke	['tells']		['friend']					
170	3647125	Ruth		['rose']	['delight']					
171	3647125	Dick Carver				manager				
172	19270772	Suvra	['becomes', 'starts', 'boy', 'gives', 'loses']	['re-united', 'supports', 'separates', 'trapped']		Singer				
173	19270772	Rohit	['exploited', 'separates']		['son']					
174	19270772	Jhilik		['trapped', 'separates', 'exploited', 're-united']	['sacrifice', 'girlfriend']	singer				
175	19270772	Sanjay Sen				CEO				
176	1506960	Kelly	['leave', 'plays', 'kisses', 'sings']		['singing', 'sister']					
177	1506960	Desmond Oates	['rejects', 'blames']		['tune', 'play']					
178	1506960	Felix	['coming', 'gives']		['sister']					
179	1506960	Allison	['confides', 'breaks', 'plays']	['win']	['girlfriend', 'winning']					
180	1506960	Berke Landers	['realizes', 'wins', 'leave', 'accepts']	['blow', 'kisses', 'nominates', 'take', 'reminded', 'coming']	['musical', 'house', 'friends']					
181	1506960	Peter Wong		['injured']						
182	1506960	Demetrius		['plays']						
183	1506960	Helena		['plays']						
184	1506960	Lysander		['played']	['role']					
185	1506960	Shakespeare			['Night']					
186	1506960	Maggie			['friend']					
187	31649395	Javier Herrera	['remembers', 'forget']							
188	31649395	Maria		['forget']						
189	31649395	Julia		['Enter']	['woman']					
190	31649395	María			['wife']					
191	1202791	Terri Fletcher	['weathers', 'arrives', 'learns', 'close', 'plans', 'dedicating', 'tells', 'performs', 'walks', 'runs', 'develops', 'agrees', 'sneak', 'brother', 'perform', 'makes']	['attend', 'keep', 'live', 'finish', 'wanted']	['mother', 'ruse', 'plans', 'teachers']					
192	1202791	Paul	['sneak', 'able', 'wanted', 'loses']	['killed', 'convince', 'attend']	['brother', 'life']					
193	1202791	Jay	['apologizes', 'pushes', 'tries', 'cheering', 'perform']	['get', 'take']	['insistence']	student				
194	1202791	Simon	['learns', 'becomes', 'replies', 'proud', 'turned', 'comes']	['tells']	['father']					
195	1202791	Denise	['take', 'won']							
196	1202791	Frances	['tells']		['mother']					
197	1202791	Robin Childers	['harbors']	['cease', 'get', 'pushes']						
198	1202791	Roger			['DesertEbert']					
199	2272726	Angie	['worker']	['understanding']						
200	2272726	Noel		['named']						
201	2272726	Vinnie			['her']					
202	2272726	Tina			['friend']					
203	11372753	Kashi	['given', 'unable', 'ignoring']	['taken', 'return', 'rescued']						
204	11372753	Soni	['rescued', 'given']		['disguised']					
205	11372753	Sanga		['worship']	['God']					
206	11372753	Shibu			['man']					
207	11372753	Hira			['brother']					
208	24162843	Erin	['asks', 'start', 'packing', 'woman', 'written', 'calls', 'saw', 'tries', 'turns', 'calling', 'friends', 'spend', 'anxious', 'leave', 'tells', 'are', 'doing']	['convince', 'go', 'drives', 'leave']	['sister', 'niece']	intern				
209	24162843	Garrett	['drives', 'are', 'asks', 'start', 'woman', 'gets', 'realizes', 'goes', 'tries', 'spend', 'leave']	['have', 'given', 'tells', 'meets']	['roommate']	manager				
210	24162843	Corrine	['walks']	['find']	['house']					
211	24162843	Maya		['scream']	['niece']					
212	24162843	Phil			['brother']					
213	24162843	Damon			['bartender']	bartender				
214	2804704	Scarlett O'Hara	['lies', 'calls', 'recovering', 'mourning', 'begs', 'accepts', 'sets', 'runs', 'looked', 'daughters', 'loves', 'learns', 'realizes', 'rejects', 'confesses', 'pining', 'sneaks', 'listens', 'vows', 'builds', 'becomes', 'chagrined', 'watches', 'delighted', 'wants', 'takes', 'departs', 'leaves', 'preys', 'finds', 'attend', 'made', 'blames', 'notices', 'makes', 'flirting']	['tells', 'restrains', 'kind', 'see', 'forcing', 'look', 'hates', 'take', 'asks', 'realize', 'name', 'whispered', 'turned', 'widowed', 'loved', 'alone', 'attacked', 'find']	['rumors', 'town', 'face', 'side', 'feelings', 'silhouette', 'reputation', 'mother']					
215	2804704	Melanie Hamilton	['collapses', 'stands', 'compatible', 'attend', 'goes', 'convinces', 'asks', 'visits', 'tells']	['loved', 'leave']	['brother', 'frail', 'sympathetic', 'sweet', 'telling', 'horse', 'cousin']					
216	2804704	Tara	['lies', 'deserted', 'pillaged', 'standing']	['buy', 'restore']	['called']					
217	2804704	Ashley Wilkes	['kiss', 'loved', 'finds', 'collapses', 'take']	['loved', 'forget', 'wounded', 'accuses']	['dispirited', 'nostalgic', 'voices', 'heart', 'return', 'home', 'sister']					
218	2804704	Rhett Butler	['returns', 'bring', 'attend', 'makes', 'drunk', 'promises', 'preparing', 'walks', 'Atlanta', 'adores', 'heard', 'cries', 'decides', 'know', 'offers', 'tells', 'finds', 'go', 'blames', 'reveals']	['apologize', 'restore', 'leave', 'convinces', 'take', 'keep', 'allow', 'blames']	['Knowing', 'bid', 'frantic', 'voices']	runner				
219	2804704	Mammy	['make', 'restrains']		['housemaid']					
220	2804704	Bonnie Blue Butler	['suffers', 'dies']	['take', 'allow']	['little', 'death']					
221	2804704	Frank Kennedy	['owns']	['encounters', 'killed']	['aged', 'funeral']					
222	2804704	Gerald O’Hara	['dies']		['voices']					
223	2804704	Charles Hamilton	['dies']	['loving']	['consents']				pneumonia	
224	2804704	Charles Hamilton	['dies']	['loving']	['consents']				measles	
225	2804704	Suellen	['daughters']		['saying']					
226	2804704	Prissy			['servant', 'tearful']					
227	2804704	Stuart			['brothers']					
228	7320866	Anna	['tells', 'upset', 'sleeping', 'shocked', 'wants']	['loves', 'stay', 'lose']	['fiancée']					
229	7320866	Léopold	['says', 'laughs', 'depressed', 'returns', 'tells', 'go', 'left', 'goes', 'become', 'confesses', 'introduces', 'asks', 'wants', 'leaving', 'starts', 'enjoying', 'bored', 'finds']	['comfort', 'tells', 'love', 'loves']	['creature', 'murdering', 'apartment', 'man', 'melancholy']			50 - year - old		
230	7320866	Franz	['become', 'sleeping', 'bored', 'living', 'dies', 'tends', 'changes', 'needs', 'agrees', 'threatens', 'lying', 'disgusted', 'tells', 'go', 'enjoying', 'acts', 'worries', 'says', 'goes', 'leaving', 'sure', 'likes']	['leave', 'need', 'tells', 'met', 'laughs', 'join', 'get']	['unsure', 'old', 'angry', 'dream']			20 - year - old		
231	7320866	Véra	['arrives', 'realises', 'love', 'tells', 'used']	['left', 'asks', 'join']						
232	19374272	Guy Bennett	['comes', 'agrees', 'gay', 'friends']	['stop', 'realize']		diplomat				
233	19374272	Tommy Judd	['reluctant', 'died', 'friends', 'Marxist']	['become', 'dislikes']						
234	19374272	Fowler	['wants', 'dislikes', 'able']	['intercept', 'prevent', 'stop']	['hateful']	captain				
235	19374272	Martineau	['kills']							
236	19374272	James Harcourt		['compromise']						
237	26209823	Whitey			['driver']	cab driver				
238	24750472	Tanu	['takes', 'present', 'realizes', 'sees', 'thinks', 'mixed', 'realize', 'asks']	['likes', 'takes', 'forget', 'meet']	['preparations', 'family', 'house', 'family', 'lover', 'parents', 'father']					
239	24750472	Ayushi	['he']	['meets']						
240	24750472	Manu	['finds', 'considers', 'talks', 'convinces', 'proceeds', 'refuses', 'likes', 'choice', 'says', 'mind', 'prepares', 'decides', 'gets', 'sees', 'called', 'has', 'rejects']	['return', 'asks', 'scared', 'help']	['gift', 'Manoj', 'Ghoonghat', 'family']					
241	24750472	Raja	['arrives', 'able', 'realizes', 'willing', 'appears', 'confesses', 'lover', 'allows', 'arrested', 'asks', 'takes']	['buy', 'call', 'accept']	['brother']					
242	24750472	Sharma	['doctor']			doctor				
243	24750472	Pappi	['tells']		['friend']					
244	24750472	Trivedi		['meet']						
245	24750472	Jassi			['friend', 'Payal']					
246	10142267	Adam Stoddards	['become', 'afford']	['repurchase']	['happiness']					
247	10142267	Emilie	['become', 'discovers', 'return', 'keeps']	['repurchase', 'arrived']	['home']	governess				
248	10142267	Hester	['receives']		['wife']					
249	10142267	Jack			['son']					
250	25746139	Harry Crystal	['is', 'takes']			actor				
251	25746139	Artie Shoemaker		['takes', 'fired', 'setting']						
252	25746139	Ramona				Dancer				
253	11625173	Judy	['situation']	['saves', 'loved']	['wife', 'burned']					
254	11625173	Hannah	['finds']		['sister']					
255	11625173	David	['defends', 'realizes']		['brother', 'wife']					
256	11625173	Henry Linden	['joins', 'sets', 'unaware']			farmer				
257	11625173	Olivia	['saves', 'finds', 'comes', 'moves', 'decides']	['realize', 'leave']	['dancer', 'situation', 'tires']	dancer				
258	8202067	Bud Hooper	['ask', 'dreamed', 'tries', 'disinvite']	['keep', 'join']	['cadet']					
259	8202067	Helen	['fights']	['Ball']	['girlfriend']					
260	8202067	Winsocki			['Down']					
261	1771007	Mycroft	['informs']	['destroy', 'orders']	['exasperated', 'brother']					
262	1771007	Sherlock	['receives']	['informs']	['brother']					
263	1771007	Holmes	['manages']	['find', 'approached', 'begs']						
264	1771007	Watson	['lover']							
265	1771007	Isadora Duncan				dancer				
266	1771007	George Bernard Shaw				playwright				
267	15998246	Kay Morrow	['attractive']							
268	15998246	Duke Dennis	['tells']	['rub']						
269	15998246	Padrinsky	['shows', 'liar', 'arranges']	['shipped']	['company']					
270	15998246	Terry Moore	['finds']	['rub']						
271	15998246	Maurice Giraud	['heads', 'upset']	['mollified', 'sent', 'arrange']						
272	15998246	Mona	['manages']	['change']	['ex-wife']					
273	15998246	Mike Coogan	['goes']	['shipped']	['friend', 'named']					
274	15998246	Luis Leoni				teacher				
275	15998246	Pierre Le Brec				representative				
276	9675457	AJ	['one', 'love', 'alone', 'hopes', 'can', 'finds', 'artists', 'publish', 'takes', 'doing', 'swears', 'gets']	['tell', 'destroy']	['career', 'artist', 'head']					
277	9675457	Reggie	['passes', 'appears', 'flees', 'loses', 'woos', 'waking', 'takes']		['career', 'life', 'music', 'secrets']					
278	9675457	Ruhi	['takes', 'gets', 'shows', 'proved', 'plans', 'know']	['destroy']	['sexy']					
279	9675457	Sheena	['publish']							
280	9381735	Krishna	['tries', 'comes', 'develops', 'locks']	['hall']	['friend']					
281	9381735	Aravindh	['stalls', 'approves']	['receive', 'Enters']	['friend', 'influencing']					
282	9381735	Ramya		['finds', 'marry']	['mother']					
283	28257968	Teresa	['starts', 'woman', 'come', 'becomes']	['realize']	['idealistic']					
284	28257968	Harry			['intellectual']	poet				
285	28257968	Jonathan Crow				professor				
286	28257968	James Quick				banker				
287	24473950	Marcus	['grows', 'wants']	['buy']						
288	24473950	Ali Rose	['runs', 'tells', 'take', 'begins', 'fearing', 'took', 'sleep', 'breaks']	['asks', 'leave', 'sing', 'tells']	['singer']	singer				
289	24473950	Ali Rose	['runs', 'tells', 'take', 'begins', 'fearing', 'took', 'sleep', 'breaks']	['asks', 'leave', 'sing', 'tells']	['singer']	dancer				
290	24473950	Tess	['observe', 're-fashion', 'unable', 'buy', 'impressed', 'sings', 'performing', 'argue', 'pay', 'retaliates']	['persuades', 'pay', 'asking', 'tells', 'give', 'allow']	['questions', 'worried']					
291	24473950	Nikki	['shows', 'picks', 'appears', 'mad', 'quits']		['performer', 'annoyance', 'convertible', 'respect', 'jealous']	performer				
292	24473950	Jack	['wrote', 'finished', 'appears', 'refers', 'asking', 'sleep', 'denies', 'jealous']	['tells', 'meets', 'rejected', 'call', 'engaged']	['fiancé']					
293	24473950	Vince	['argue']		['share', 'her']	co-owner				
294	24473950	Sean	['tries', 'tells', 'observe']	['lower']	['impressed']					
295	24473950	Natalie			['fiancé']					
296	5501911	Spence	['enlists', 'do', 'end', 'trouble', 'overheard', 'resist']		['car']					
297	5501911	Dennis Powell	['comes', 'trouble', 'end']			restaurateur				
298	5501911	Binky			['named']					
299	5501911	Spencer Holden				actor				
300	32529406	Sreekuttan	['meets', 'falls', 'comes']	['played']	['nephew', 'original']					
301	32529406	Chikku			['daughter']					
302	26280544	Didem	['friends', 'becomes']							
303	26280544	Esra	['decides', 'friends']	['get']						
304	26280544	Zeynep	['friends']	['engaged']						
305	26280544	Mert			['friend', 'company', 'Creative']	Creative Director				
306	26280544	Mert			['friend', 'company', 'Creative']	actor				
307	26280544	Cem				actor				
308	2966368	Montel	['friends', 'wants']	['meet']		photographer				
309	2966368	Clyde	['womanizer', 'friends']	['reunite', 'motivating']	['success']					
310	2966368	Adina		['reunite', 'motivating', 'meet']	['golddigger']					
311	3145964	Frank Beardsley	['shared', 'furious', 'move', 'informs', 'attend', 'declines', 'has', 'deflates']	['angers', 'catch']	['son', 'housekeeper']	Admiral				
312	3145964	Helen White	['has', 'artist', 'wants', 'takes', 'attend', 'shared']	['informs', 'aid', 'enlisting', 'him']		artist				
313	3145964	Sherman	['offers']			Commandant				
314	3145964	William	['won']	['helping']	['son']					
315	3145964	Munion			['housekeeper']	housekeeper				
316	14474214	Lance Valenteen	['dates', 'becomes', 'ends']	['get', 'hired']						
317	553272	Peter Carter	['continues', 'died', 'demands', 'meets']	['live', 'leaving', 'loves', 'take']	['visions', 'arms', 'surgery', 'counsel', 'favour']	Leader				
318	553272	Peter Carter	['continues', 'died', 'demands', 'meets']	['live', 'leaving', 'loves', 'take']	['visions', 'arms', 'surgery', 'counsel', 'favour']	pilot				
319	553272	Doctor Reeves	['take', 'cite', 'proves', 'calls', 'challenges', 'explains', 'argues']	['killed', 'shows']						
320	22751151	Al Capetti	['pressure']	['tells', 'married']		photographer				
321	22751151	Bea	['tells']			assistant				
322	4015886	John Hay	['enters', 'follows', 'diplomatic']			Ambassador				
