	Wikipedia ID	Subject	Relation
841	18578563	Pamela Dickson	journalist
842	1858682	Barnaby Fulton	chemist
843	1858682	Oliver Oxley	boss
844	1858682	Lois Laurel	secretary
845	18615823	Carla	project manager
846	18639038	Natalie	banker
847	18639038	Malik	executive
848	18640305	Shelley Darlington	student
849	18695402	Victor Randall	producer
850	18698642	Calvin Marshall	student
851	18702022	Victor	actor
852	1875611	Noah Praetorius	physician
853	1875611	Lyonel Barker	professor
854	1875611	Joseph McCarthy	Senator
855	1875611	Cecil B. DeMille	filmmaker
856	187642	Patty O'Neill	actress
857	187642	Donald Gresham	architect
858	18768247	Basil Beauchamp	television star
859	18768247	Lancelot Sprat	surgeon
860	18768247	Burke	Doctor
861	18768247	Spratt	Captain
862	18768247	Spratt	Captain
863	18775696	Maggie	model
864	18788912	Boris Yelnikoff	teacher
865	18788912	Melodie	dog walker
866	18788912	Melodie	photographer
867	18799982	Joe	construction worker
868	1888433	Emily Barham	driver
869	18900694	Hollander	owner
870	18900694	Fritz	Detective
871	18959332	Toni	maid
872	18959332	Toni	maid
873	18959332	Lorenz	photographer
874	18968628	Curt Taylor	secretary
875	18969101	Barclay	General
876	18969101	Thomas Barclay	General
877	18995832	Ludo Decker	reporter
878	18995832	Moritz	photographer
879	18995832	Anna Gotzlowski	manager
880	18995832	Jürgen Vogel	actor
881	19002818	Kevin Robles	Lt.
882	19002818	Caloy	vendor
883	19011948	Harry Dobbs	private detective
884	19082345	Vicki Anderson	singer
885	19082345	Bugsy Siegel	gangster
886	1908729	Homer Eisenhower Graham	reporter
887	1908729	Bob Kelly	coach
888	1911903	Harold Fine	Attorney
889	19165852	Spolenski	musician
890	19165852	Johnny Burns	singer
891	19165852	Johnny Burns	piano - tuner
892	19165852	Johnny Burns	butler
893	1917459	Jason	assistant
894	1917459	Sherman Klump	stripper
895	1917459	Jason	assistant
896	19218944	Mahesh Babu	actor
897	1923292	Maggie Williams	secretary
898	1923292	Paul Barton	boss
899	19273389	Maggie Scott	assistant
900	19273389	Irene	representative
901	19299838	Kousuke Atari	singer
902	19299838	Tomoko	model
903	19299838	Mingchu	maid
904	1934018	Ariel Truax	professor
905	1934018	Max	mayor
906	1936491	Vinka Kovelenko	Captain
907	1936491	Chuck Lockwood	Captain
908	1936491	Ivan	engineer
909	193862	Jan Morrow	decorator
910	193862	Alma	housekeeper
911	193862	Brad Allen	composer
912	193862	Alma	maid
913	19412716	Delia	actress
914	19412716	Simon Sparrow	doctor
915	19412716	Delia	model
916	19412716	Iris Marchant	physiotherapist
917	19412716	Tommy French	Major
918	19554764	Jimmy	cab driver
919	1955767	Anna Maria D'Alessandro	photographer
920	19592108	Michael	student
921	19592108	Blaise Pascal	philosopher
922	1961084	Marcus Graham	executive
923	1962520	Jacob	rabbi
924	1962520	Jacob	Rabbi
925	1970527	Anna Kalman	actress
926	1970527	Philip Adams	economist
927	1970527	Philip	bachelor
928	1971256	Henry	bookkeeper
929	19715	Gracie Hart	Special Agent
930	19715	Victor Melling	coach
931	19715	Cheryl Frasier	activist
932	19715	Frank Tobin	assistant
933	19740040	Jemmima Honey	teacher
934	1980268	Thelma	housekeeper
935	1980268	Reade	Marine Colonel
936	19911954	Max Normane	editor
937	19911954	Jake Buckley	writer
938	199505	Michael Hfuhruhurr	brain surgeon
939	199505	Alfred Necessiter	scientist
940	1997332	Nicholas	King
941	1997332	Regent	Prince
942	20002742	Jim Munroe	Student
943	20002742	Eric Dean	stuntman
944	2001301	Bruce	manager
945	2001301	Homer Cripps	security chief
946	2001498	Frank Houghton	Commander
947	2001498	Eckland	professor
948	2010889	Newton Davis	architect
949	2018921	Elise	actress
950	2018960	C.W. Briggs	investigator
951	2018960	Chris Magruder	boss
952	2019000	Joe	actor
953	2019000	Bob	actor
954	2019000	Tina	actress
955	2019000	Doug	instructor
956	2019025	Roberta	housewife
957	20195915	Kathryn Ward	producer
958	20195915	Jeremiah	playwright
959	20195915	Miles Atwood	manager
960	20195915	Roy Morton	reporter
961	20195915	Charles Montgomery	lawyer
962	20195915	Ellie Brown	secretary
963	20195915	Mac	writer
964	20195915	Kathryn	actress
965	2021400	Beth	clerk
966	2021400	Paula	manager
967	2021400	Andy Stitzer	manager
968	2032436	Nick Gardenia	writer
969	2032436	Ira Parks	district attorney
970	2032436	Fred	assistant
971	2032436	Chester	butler
972	2032436	Glenda	lawyer
973	20332464	Dave	dealer
974	20332464	Marcel	owner
975	20332464	Salvadore	instructor
976	203413	Ungermeyer	principal
977	203413	Paolo	pop star
978	203413	Sergei	bodyguard
979	20398873	she	dealer
980	204019	Anna Scott	actress
981	204019	Anna	waiter
982	20430909	Laida Magtalas	executive assistant
983	2050474	Takeshi Kaneshiro	actor
984	2052231	Rachel Samstat	writer
985	2052231	Mark Forman	columnist
986	20529563	Choi Soo - jin	reporter
987	20533089	Roshini	singer
988	20533089	Danny	hotelier
989	20533089	Ram	entrepreneur
990	20533089	Venkat Prabhu	Director
991	20580702	Nikki	gigolo
992	20580702	Eva	stoner
993	20632614	Nam Hyeon - soo	DJ
994	2066293	Jim Devery	lawyer
995	2066293	Paul Verrall	journalist
996	20694440	Potemkin	chief minister
997	20694440	Charles Edstaston	Captain
998	20757962	Diana Lawson	psychologist
999	20781972	Liang Xiaoxiao	stewardess
1000	2080169	Josie Geller	editor
1001	2080169	Rigfort	editor - in - chief
1002	2080169	Jeremy Jordan	student
1003	2080169	Sam Coulson	teacher
1004	2080169	Rob	student
1005	2080169	Josie Geller	student
1006	2082558	Danny Morgan	construction worker
1007	2082558	Sandy Upman	reporter
1008	2082558	Danny Morgan	professor
1009	20847232	Jimmy Connors	student
1010	20847232	Paul Whiteman	leader
1011	20857500	Lorry Jones	hostess
1012	20857500	Kay Pritchett	singer
1013	20857500	George Davis	Marine Sergeant
1014	20857500	Joe E. Brown	owner
1015	20857500	Molly McKay	singer
1016	20869430	Georges Colinet	physician
1017	20869430	Pascal Manise	Police Inspector
1018	20869430	Jeanne	teacher
1019	20869430	Manise	policeman
1020	20869430	Cécile Coste	representative
1021	20869430	Manise	drug dealer
1022	20869430	Cécile Coste	dealer
1023	2091940	Leo Lemke	butcher
1024	2091940	Stella Keefover	singer
1025	2091940	Robyn Graves	actress
1026	2091940	Grace	clerk
1027	20963714	Yang Eun - hee	teacher
1028	20964295	Terry Trindale	Songwriter
1029	2099075	Annette Monard Street	singer
1030	2100486	Pando	boss
1031	210219	Nestor	inspector
1032	210219	Irma La Douce	prostitute
1033	210219	Nestor	pimp
1034	21042990	Valerie Gärtner	student
1035	21042990	Frau Torresani	art dealer
1036	21091632	Benjie	pilot
1037	21102984	Shaw	counselor
1038	21169981	Yoo Ha - rin	actress
1039	2123910	Charlie	guide
1040	21254702	Brian	Pastor
1041	21254702	Brian	Pastor
1042	21254702	Sandino	laborer
1043	212671	Charlie McKenzie	poet
1044	212671	Ralph	singer
1045	212981	James Leamington	businessman
1046	21318106	Shirley Valentine - Bradshaw	housewife
1047	21318106	Costas Dimitriades	owner
1048	21520076	Jayakrishnan	bodyguard
1049	21520076	Jayakrishnan	bodyguard
1050	21520076	Jayakrishnan	bodyguard
1051	21565991	Miu Ho	designer
1052	21565991	James Shum	police officer
1053	21565991	Eugene	student
1054	21565991	Lucas	marketing manager
1055	21565991	Jack Dee	writer
1056	2161511	Tod Spengo	Emperor
1057	2161511	Afir	General
1058	2161511	Afir	General
1059	2167727	Diane Farrow	biologist
1060	2167727	Paul Matthews	biochemist
1061	2167727	Paul Matthews	scientist
1062	21752454	A.J. Niles	author
1063	21764056	his	director
1064	21764056	Halley	director
1065	21764056	Rebecca	dancer
1066	21764056	Andre	musician
1067	2177168	Meredith Kolko	model Sgt.
1068	2182788	Mirabelle Buttersfield	artist
1069	2182788	Jeremy	graphic designer
1070	21859735	Katherine	photographer
1071	21859735	Basil Sharp	historian
1072	21917672	Aleksei	sailor
1073	21917672	Konstantin	actor
1074	21917672	Artur	actor
1075	21917672	Timati	artist
1076	21956466	Jane Grant	assistant editor
1077	22022026	Edward Fox	Major
1078	22022026	Wilshaw	Major
1079	22030425	Irene Fox	porn star
1080	22030425	Jeff Drake	Director
1081	22030425	Bliss	actress
1082	22030425	Jody	actress
1083	22072852	he	inventor
1084	22072852	Gina	journalist
1085	2209172	Dean Proffitt	carpenter
1086	2209172	Joanna Stayton	housewife
1087	2209172	Andrew	butler
1088	22099425	Kishen	businessman
1089	22099425	Bhikhu	servant
1090	2210682	Calvin Webber	physicist
1091	22120174	Larry Weissman	producer
1092	221489	Marina Ozores	actress
1093	221489	Marina Ozores	porn star
1094	221489	Máximo Espejo	film director
1095	22153949	Jason Carmichael	playwright
1096	22153949	Phoebe Craddock	teacher
1097	22153949	Kate Mallory	actress
1098	22153949	Leo Janowitz	reporter
1099	22153949	Phoebe Craddock	author
1100	22154516	Lily	boss
1101	2216381	Jocelyn Bennett	intern
1102	2216381	Paul Rochester	art director
1103	22165686	Sophie	photographer
1104	2217144	She	princess
1105	2217144	Gutch	reporter
1106	2217354	Mickey	cab driver
1107	2217354	Heather	prostitute
1108	2217354	Heather	prostitute
1109	2217354	Heather	prostitute
1110	221748	Oliver Webb	accountant
1111	22276971	Ray Rehman	bartender
1112	22276971	Ray Rehman	investment banker
1113	2229894	Kitty	seamstress
1114	2236146	Margo	DJ
1115	2238856	John Hawkes	salesman
1116	2241842	Lucía	writer
1117	2243626	Shep Henderson	publisher
1118	2243626	Sidney Redlitch	author
1119	2246979	Ronnie Jackson	photographer
1120	22518656	Gus Bishop	painter
1121	22518656	Geoffrey Boiardi	artist
1122	22526132	Jack Mitchell	salesman
1123	22526132	her	typist
1124	2254144	McGlue	Captain
1125	2254144	Centimillia	Princess
1126	22549171	Peter Brock	boss
1127	22549171	Peter Brock	psychologist
1128	225535	Marthe	secretary
1129	225535	Ludovic	secretary
1130	2258378	Tom Winters	maid
1131	2258378	Angelo Donatello	driver
1132	2258378	Alan Wilson	Captain
1133	22619573	Darryl Palmer	baseball player
1134	22619573	Debby Huston	singer
1135	22619573	DeVito	Manager
1136	226198	Sam Baldwin	architect
1137	226198	Annie Reed	reporter
1138	226198	Becky	editor
1139	226202	Lucy Moderatz	collector
1140	2262672	Bob Lachman	accountant
1141	2262672	Derek Lester	Inspector
1142	2262672	Phil Kleinmann	attorney
1143	226562	Molly Griswold	clinical psychologist
1144	226562	Romeo	caddy
1145	226562	Simms	leader
1146	2267635	Charles Firbank	valet
1147	2267635	Harold Lampson	lawyer
1148	22707969	Alex MacLaughlin	Agronomist
1149	2272403	Gil Godwin	director
1150	2272403	Herb	doctor
1151	2272403	Carruthers	owner
1152	22726015	Mark Bellison	writer
1153	22787868	Henry Hammond	grocer
1154	22787868	Burnside	boss
1155	22824908	Dianne	lawyer
1156	22858261	Chris Hunter	reporter
1157	22858261	José Estanza	cameraman
1158	22858261	José	owner
1159	22858261	Chris	magician
1160	22858261	Todd	boss
1161	22858261	Chris	doctor
1162	22944264	Tony Craig	salesman
1163	22952630	Jeff	engineer
1164	22967108	Phil	tax lawyer
1165	22967108	Joe Miletto	mobster
1166	22967108	Arroyo	Detective
1167	22967108	Frank Crenshaw	district attorney
1168	22967108	Frank Crenshaw	pimp
1169	23026426	Jeff	travel agent
1170	23026426	Jeff	architect
1171	23026426	Anne Bedford	boss
1172	2304640	Daniel Miller	executive
1173	2304640	Bob Diamond	attorney
1174	23063745	Ethan	writer
1175	23063745	Jesse	waitress
1176	23077560	David Coppolberg	film director
1177	23077560	David Coppolberg	plumber
1178	23091532	Erin	nanny
1179	23091532	Samantha	doctor
1180	23091532	Erin	nanny
1181	23102665	Smychkov	bassist
1182	23118238	Barton Kendrick	publisher
1183	23118238	Bill Smith	writer
1184	2312853	Henry St. James	Captain
1185	2312853	Henry	owner
1186	2312853	St. James	Captain
1187	2313158	Roger	assistant
1188	231486	Melanie Smooter	fashion designer
1189	231486	Wade	sheriff
1190	23176545	Baldwin	secretary
1191	2318313	Holly	secretary
1192	2318313	Holly	Princess
1193	23219350	Neal Downs	musician
1194	23219350	Neal Downs	manager
1195	23219350	Willie B	manager
1196	23223276	Cora	biochemist
1197	23223470	Siddharth	salesman
1198	23223470	Alisha	representative
1199	23223470	Alisha	nanny
1200	23233821	Freddie	salesman
1201	23276491	R. K. Santhanam	minister
1202	23308812	George Irving	executive
1203	23308812	Sheila Harrison	maid
1204	23308812	Mary	maid
1205	2331371	Benjamin Stone	surgeon
1206	2331371	Evans	Judge
1207	2331371	Packer	Nurse
1208	2331371	Packer	factory worker
1209	2331371	Nick Nicholson	head waitress
1210	2331371	Melvin	mechanic
1211	2331371	Nick Nicholson	Mayor
1212	2331371	Aurelius Hogue	doctor
1213	2331371	Vialula	ambulance driver
1214	2331371	Hank Gordon	salesman
1215	2332911	James Moreland	professor
1216	2332911	Ed Walters	mechanic
1217	23389321	Julie Messinger	housewife
1218	23389321	Richard	author
1219	23389321	Richard	art director
1220	23438736	Micah	counselor
1221	234827	Louis XVI	King
1222	234827	Marquis de Bellegarde	physician
1223	2350185	Rosetta Stone	scientist
1224	23535297	Milo Boyd	detective
1225	23535297	Nicole Hurley	reporter
1226	2354153	Vidor	King
1227	2354153	Judy Adams	waitress
1228	2354153	Jack Carson	film star
1229	2354228	David Seton Barnes	producer
1230	2354228	Rose Schwartz	Writer
1231	2354228	Jeffrey Anderson	actor
1232	23552035	Genevieve Gernier	Florist
1233	23552035	Greg Gatlin	restaurateur
1234	23561477	Robert Hart	attorney
1235	23561477	Jim	vice-president
1236	23561477	Minnie Moon	entertainer
1237	23561477	Sam Howell	banker
1238	2357737	Celia	model
1239	2361396	he	owner
1240	2361396	Lil	owner
1241	236283	E. Edward Grey	attorney
1242	23632278	Eloisa	waitress
1243	23654077	Nambeeshan	lawyer
1244	236651	T.S. Quint	student
1245	236651	LaFours	security guard
1246	236651	Shannon Hamilton	manager
1247	2367208	David Abbott	landscape architect
1248	236793	Janine	superintendent
1249	236793	Molly	doctor
1250	236793	Jed	student
1251	23810745	Kumar	driver
1252	23810745	Santhanam	owner
1253	23810745	Vishnu	constable
1254	23810745	Shekar	owner
1255	23810745	Jyothi	athlete
1256	23810745	Priya	candidate
1257	23810915	Alex	flyer
1258	23813973	Reed Bennett	florist
1259	23813973	Kate Hazeltine	captain
1260	23813973	Julia	elementary school teacher
1261	23813973	Grace Smart	babysitter
1262	23813973	Kara Monahan	publicist
1263	23813973	Sean Jackson	football player
1264	23813973	Kelvin Moore	reporter
1265	23813973	Susan Moralez	boss
1266	23813973	Jason Morris	clerk
1267	2385928	Gary Grobowski	guide
1268	2385928	Marilyn Dean	artist
1269	23909373	Vicky Verma	dancer
1270	23909373	his	student
1271	23920659	Krishna Rao	Major
1272	23920659	Dhanno	dancer
1273	23954729	Jake	attorney
1274	23954729	Adam	architect
1275	23977758	Jay	assistant
1276	23984600	Curtis	lawyer
1277	23994191	Boris Plots	director
1278	23994191	Frank Featherbed	funeral director
1279	24021571	Leslie Wright	physical therapist
1280	24021571	Bella Goldsmith	physical therapist
1281	24021571	Leslie Wright	athletic trainer
1282	24027834	Lewis Stone	actor
1283	24029843	Sophie	artist
1284	24029843	Joanna	movie star
1285	24029843	Gordon	photographer
1286	24029843	Gordon	roller
1287	240363	Marilyn Holmberg	teacher
1288	240363	Jessica	singer
1289	24063523	Henry Tuttle	lawyer
1290	2408359	Peter Royce Bentley	racer
1291	24109118	Carol Wallace	actress
1292	24129324	Mirabel Miller	Secretary
1293	24140977	Dana	supermodel
1294	24160654	Charles Nichols	doctor
1295	24160654	Amos Willoughby	chief of staff
1296	24162843	Erin	intern
1297	24162843	Damon	bartender
1298	24162843	Garrett	manager
1299	24204980	Madeleine	owner
1300	24204980	Adrian	composer
1301	24204980	Adrian	composer
1302	2421437	Leopold	philosopher
1303	2421437	Maxwell	doctor
1304	24229540	Jamie Randall	sales representative
1305	24229540	Bruce	manager
1306	242525	Labisse	owner
1307	242525	Andre Cassell	impersonator
1308	242525	Victor Grazinski	Count
1309	242525	Cassell	impersonator
1310	242525	Marchand	King
1311	242525	Marchand	owner
1312	242525	Bernstein	bodyguard
1313	24336540	Miss Hutchinson	secretary
1314	24336540	Harry Roxbury	Major
1315	24420399	Fay	researcher
1316	24420399	Tom Avery	host
1317	24420399	Tom Avery	researcher
1318	24420399	Fay	host
1319	24445186	Meryl Judith Morgan	estate agent
1320	24445186	Paul Michael Morgan	lawyer
1321	24472535	Srinivasan	owner
1322	2450370	Sarah Nolan	preschool teacher
1323	2450370	Charlie	lawyer
1324	2451146	Baron Tibor Czerny	taxi driver
1325	2451146	Jacques Picot	bachelor
1326	24523337	Nora	supermodel
1327	24544387	Taylor Worth	weatherman
1328	24544387	Erin Cooper	receptionist
1329	24551073	Duffy Bergman	cartoonist
1330	24551073	Meg Lloyd	chef
1331	24579000	Donna	writer
1332	24597709	Judy Tipp	Queen
1333	24597709	Estuvio Clavo	bodyguard
1334	24608768	Mary Crawford	student
1335	24608768	Milton	actor
1336	2462689	John Willoughby	baseball player
1337	2462689	Henry Connell	editor
1338	2462689	D.B. Norton	publisher
1339	2462689	John Doe	candidate
1340	2465292	Jennifer	gangster
1341	2465292	Marcello	novelist
1342	24652963	Tom Collier	publisher
1343	24652963	Neil Hamilton	lawyer
1344	24672079	Noah Cooper	therapist
1345	24676396	Zaza	student
1346	2475248	Frank Macklin	manager
1347	24785563	Michael Ashburn	assistant
1348	24785563	Rufus Trent	broker
1349	24785563	Julie	actress
1350	24785563	Gilbert	assistant
1351	24786271	Sokrates	sailor
1352	24786271	Nadine	journalist
1353	24786271	Lucia	bartender
1354	24786271	Anna	physical therapist
1355	24786271	Zinos	cook
1356	24790580	Abhishek Verma	police officer
1357	24806261	Tommy Bradford	clerk
1358	24806261	Tommy	musician
1359	24806261	Al	salesman
1360	24806261	Lucy	housekeeper
1361	24837554	Cynthia Glenn	instructor
1362	24837554	Nils Knudsen	singer
1363	24837554	Thomas Milvaine	Major
1364	24837554	Thomas Milvaine	Major
1365	24837554	Milvaine	Major
1366	24845777	Ted Crosley	Film star
1367	24854885	Roy	author
1368	24854885	Roy	publisher
1369	24854885	Charmaine	prostitute
1370	24854885	Greg	boss
1371	24878469	Larry Livingstone	psychiatrist
1372	24878469	Jack	actor
1373	2492165	Sarah Huttinger	writer
1374	249406	Mamie	housekeeper
1375	24961327	Laura	maid
1376	25091829	André	doctor
1377	25131085	Wong Cho - Lam	trader
1378	25133251	Chandrika	lecturer
1379	25133251	Nithya	veterinarian
1380	25133251	Saravanan	veterinarian
1381	2517072	Rahul Sharma	photographer
1382	2517072	Rahul	photographer
1383	2517072	Rahul	writer
1384	2517072	Esha Malhotra	writer
1385	25218335	B. J. Manton	manufacturer
1386	25218335	Victoria Braymore	professor
1387	25218335	Whitman	Professor
1388	2528686	Roger Bond	Composer
1389	2528686	Honey Hales	vocalist
1390	2528686	Fred Ayres	leader
1391	25342247	E.J. Baxter	publicist
1392	25342247	Lillah	boss
1393	25342247	Bob Baker	Mayor
1394	25342247	Sonia Kendall	businesswoman
1395	25388443	Stella Stoker	fishmonger
1396	25388443	Robert Wilcot	candidate
1397	25452802	Ha Junior	dancer
1398	25502984	James W. Kelly	crooner
1399	25502984	Tania	Princess
1400	25502984	Alexis	Prince
1401	2550894	Luke	musician
1402	2550894	Clea	actress
1403	2550894	him	musician
1404	255194	C.K. Dexter Haven	musician
1405	255194	Mike Connor	reporter
1406	255194	Liz Imbrie	photographer
1407	2553711	Chou - Chou	actress
1408	25557070	Ralph	police officer
1409	25557070	Jennifer	businesswoman
1410	25557070	Ralph	chef
1411	25557070	Richard Windom	businessman
1412	25565399	J.B. Allenbury	Financier
1413	25565399	Warren Haggerty	manager
1414	25565399	Curtis Farwood	editor
1415	25565399	Bill Chandler	reporter
1416	25565399	Bill	writer
1417	25589916	Graham	bassist
1418	2564151	Edward Alcott	professor
1419	2564151	Dora Diamond	student
1420	25642032	Harry	lawyer
1421	25655938	Kate Tosconi	journalist
1422	25655938	Dottie Birmington	boss
1423	2569219	John Coudair	editor
1424	2570318	William Rutland	businessman
1425	2570318	Julius P. Haversack	diplomat
1426	2571348	Didier	Chef
1427	2571348	Miss Gunther	manager
1428	2571348	Matthew Kragen	guru
1429	2571348	Dillings	Senator
1430	2571348	Matthew Kragen	owner
1431	2571348	Stewart	Congressman
1432	2571348	Didier	Chef
1433	25737142	Holbrook	boss
1434	25745702	Joseph Cross	student
1435	25745702	Henry O'Shea	student
1436	25746139	Harry Crystal	actor
1437	25746139	Ramona	Dancer
1438	25786322	James Ellison	cowboy
1439	25786322	Tom	cowboy
1440	2580403	Nadia	student
1441	2580873	Fernando	soldier
1442	258732	Andrew Shepherd	President
1443	258732	A.J. MacInerney	Chief of Staff
1444	258732	Wade	A.J. MacInerney
1445	25896358	Rasheen	writer
1446	25896538	Davy Mitchell	writer
1447	25911355	Foster	Judge
1448	2592877	Chelsea	decorator
1449	25954897	Madan	entrepreneur
1450	25954897	Madan	actor
1451	25954897	Major Raja Mannar	detective
1452	2602021	Stella	broker
1453	26067101	Perry	chemist
1454	26099108	Jules	housewife
1455	261023	Christina Walters	interior designer
1456	26107567	Danny Maccabee	surgeon
1457	26107567	Palmer	teacher
1458	26107567	Eddie	salesman
1459	26109999	Alison Kirbe	soldier
1460	26109999	Alison Kirbe	owner
1461	26109999	Lucky Reilly	owner
1462	26109999	Jeremy Taylor	bachelor
1463	26109999	Matthew Kinston	attorney
1464	26112363	Marcus Boyd	doctor
1465	26136751	Kate Gunzinger	professor
1466	26153222	Blake Wellesly	senator
1467	2618462	Robert Curtis	manager
1468	2618462	Robert Curtis	owner
1469	2618462	Sheila Winthrop	dancer
1470	2618462	Curtis	owner
1471	2618462	Martin Cortland	owner
1472	2618462	Robert Curtis	dancer
1473	2618462	Tom Barton	Captain
1474	2618462	John Hubbard	Captain
1475	2618462	Curtis	Captain
1476	2618462	Martin	assistant
1477	2618462	Curtis	assistant
1478	2618462	Sonya	dancer
1479	2618462	Barton	Captain
1480	2618462	Barton	Captain
1481	2618462	Barton	Captain
1482	26208121	Tommy	narrator
1483	26208121	Daniel	engineer
1484	26280544	Cem	actor
1485	26280544	Mert	Creative Director
1486	26282777	Francesca Moretti	supermodel
1487	2638362	Miss Taylor	governess
1488	2638362	Elton	minister
1489	2638362	Robert Martin	farmer
1490	2642293	Maggie	designer
1491	26553464	Joe Mulvaney	lieutenant
1492	26554437	Gerry	athlete
1493	26554437	Paige	babysitter
1494	26630988	Lois	reporter
1495	26630988	Nancy Allen	reporter
1496	26630988	Franklyn	assistant
1497	26630988	Franklyn	Mayor
1498	26638009	Vishwas Atmavishwas Pinakin	scientist
1499	26687336	Saheba	author
1500	26768675	Matty Reynolds	pitcher
1501	26768675	George Madison	executive
1502	26768675	Annie	secretary
1503	26779875	Joanna	executive
1504	26823691	Jayakrishnan	maid
1505	2685258	Willie McKay	patriarch
1506	2687106	Kimberly	queen
1507	2687106	Sue	escort
1508	26898572	Jimmy Dugan	reporter
1509	26909372	Kishan	private detective
1510	26909372	Kishan	gangster
1511	27015463	Jimmy	executive
1512	27070440	Gil Pender	screenwriter
1513	27070440	Stein	writer
1514	27081302	Dinah Sheldon	student
1515	27081302	Andrew Sheldon	pastor
1516	27081302	Dan	dancer
1517	27081302	Tom	mechanic
1518	2708426	Janie Barlow	dancer
1519	2708426	Patch Gallagher	director
1520	27091137	Dustin	artist
1521	27106935	Mira	chief of staff
1522	27106935	Alma	translator
1523	27106935	Alfonso XIII	King
1524	27106935	Senora Mingarro	housekeeper
1525	27111227	Holly Berenson	owner
1526	27111227	Eric Messer	director
1527	27111227	Sam	pediatrician
1528	27178030	Liliom Zadowski	barker
1529	27226283	Meg Swift	novelist
1530	27226283	Jimmy	illustrator
1531	2723966	Volodya	writer
1532	2723966	Voronin	author
1533	2724358	Reese	attorney
1534	27253597	Dileep	athlete
1535	27265721	Grace Bennett	student
1536	2731103	Pat Pemberton	athlete
1537	27375211	Oona	orthodontist
1538	27375211	Mikey	clerk
1539	27375785	Dana	assistant
1540	27375785	Dana	editor
1541	27375785	Becka	owner
1542	27375785	Graham	barrister
1543	27425045	Dileep	organizer
1544	2742724	Boris Daniloff	violinist
1545	2742724	Olga Daniloff	artist
1546	27439922	Dave Busik	dean
1547	27439922	Jack	executive
1548	2748481	Jack O'Hara	bartender
1549	2748481	Barbara Latimer	maid
1550	2748481	Barbara Latimer	secretary
1551	27504492	Lee Byeong - hoon	actor
1552	27504492	Lee Sang - yong	fund manager
1553	2751845	Evie Harris	actress
1554	2751845	Vim	actress
1555	2751845	Marla Simonds	actress
1556	2751845	Varla	lawyer
1557	2753408	Brad	student
1558	2753408	Brooke	tutor
1559	27556412	Tamara Drewe	journalist
1560	27556412	Ben	drummer
1561	27556412	Beth	housewife
1562	2763214	Viola Hastings	soccer player
1563	2763214	Duke Orsino	striker
1564	2763214	Dinklage	Coach
1565	27638152	Jim	banker
1566	27694404	Jamie	art director
1567	27694404	Dylan	art director
1568	27694404	Jamie	executive recruiter
1569	277148	Julianne Potter	critic
1570	277148	Julianne Potter	maid
1571	277148	Julianne Potter	maid
1572	277148	Kimberly	singer
1573	277149	Pat Healy	private detective
1574	277149	Mary	surgeon
1575	277149	Brett Favre	football player
1576	277158	Lee Phillips	publicist
1577	27762733	Bayliss	valet
1578	27762733	James –	artist
1579	27762733	Olav Osric	count
1580	27762733	James –	count
1581	277666	Michael Delaney	cartoonist
1582	277666	Kyle Brenner	bachelor
1583	277710	Dean Cumanno	owner
1584	277710	William B. Tensy	baron
1585	277710	Jack	bartender
1586	27807569	Hayaam	sales clerk
1587	2792491	his	representative
1588	2793610	Iris Simpkins	editor
1589	2793610	Arthur	writer
1590	27958292	Wes	student
1591	27978764	Jeff Nichols	comedian
1592	27995292	Julian Goldstein	doctor
1593	2804212	Ranjeet	boss
1594	2804212	Shruti	producer
1595	2806649	David	painter
1596	2806649	Lisa	therapist
1597	2812718	Wilhelmina	surgeon
1598	2812852	Darius Lovehall	poet
1599	2812852	Nina Mosley	photographer
1600	28141854	Mike Benson	student
1601	28141854	Jones	coach
1602	28149238	Gordon Comstock	copywriter
1603	28149658	Oskar	forecaster
1604	28149658	Kocicka	babysitter
1605	28151121	Michel Boullard	lawyer
1606	2817162	Phil Davis	entertainer
1607	2817162	Wallace	Capt.
1608	2817162	Davis	Pvt.
1609	2817162	Thomas F. Waverly	Major General
1610	2817162	Waverly	Gen.
1611	2817162	Johnny Grant	host
1612	2817162	Ed Harrison	host
1613	2817162	Emma Allen	housekeeper
1614	2817162	Waverly	Gen.
1615	2817162	Waverly	Gen.
1616	28174450	Scott Delacorte	teacher
1617	28174450	Amy Squirrel	teacher
1618	28174450	Russell Gettis	teacher
1619	28174450	Thomas Lennon	professor
1620	2822925	Paul Robaix	director
1621	2835630	Joanie	hotel manager
1622	28372726	David Sloane	attorney
1623	2841422	"Zach "" Hutton"	author
1624	28436913	Eva	fashion designer
1625	28436913	Eva	seamstress
1626	28485791	Bitterman	Batman
1627	28485791	Bitterman	chauffeur
1628	28485791	Susan	assistant
1629	28485791	Naomi	guide
1630	28485791	Lillian Hobson	nanny
1631	2856978	Tom	stockbroker
1632	2861847	Wayne Dobie	photographer
1633	2861847	Frank Milo	boss
1634	2871613	Gloria	publisher
1635	2871613	her	dictator
1636	2871613	Omar	dictator
1637	2871613	Ralph	prophet
1638	2877584	Charles Lodge	film director
1639	2888880	Lanie Kerrigan	reporter
1640	2888880	Prophet Jack	prophet
1641	2888880	Pete Scanlon	cameraman
1642	289253	Michael Carrington	student
1643	29000018	Jack	driver
1644	29000018	Clyde	chef
1645	29005690	Lupo	owner
1646	290633	Nina Borowski	Social worker
1647	290633	George Hanson	teacher
1648	290633	Paul James	actor
1649	290633	Louis	police officer
1650	2906378	Christine	student
